sample	haplotype	contig	contig_len	start	end	strand	piece_len	mhc_covered_bp	mhc_covered_frac	n_pieces	anchors	query	cohort
HG01081	2	HG01081#2#CM088583.1		28313947	33411923	+	5097977	5170153	0.9999	1	9684	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01081	1	HG01081#1#CM088567.1		28461361	33570671	+	5109311	5169788	0.9999	1	10144	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01099	2	HG01099#2#CM086271.1		28372897	33623240	+	5250344	5169788	0.9999	1	10687	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01099	1	HG01099#1#CM086260.1		28473499	33727222	+	5253724	5169788	0.9999	1	10161	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01106	2	HG01106#2#CM087965.1		28447447	33606093	+	5158647	5169788	0.9999	1	10919	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01106	1	HG01106#1#CM087952.1		28365981	33527455	+	5161475	5169788	0.9999	1	9375	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01109	2	HG01109#2#CM092075.1		28375676	33512099	+	5136424	5169604	0.9998	1	9833	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01109	1	HG01109#1#CM092087.1		28385979	33527092	+	5141114	5169788	0.9999	1	10412	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01123	2	HG01123#2#CM089098.1		28415807	33563460	+	5147654	5169788	0.9999	1	10430	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01123	1	HG01123#1#CM089083.1		28404843	33659990	+	5255148	5169788	0.9999	1	9739	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01150	2	HG01150#2#CM088614.1		28600391	33807062	+	5206672	5169788	0.9999	1	9970	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01150	1	HG01150#1#CM088598.1		28377562	33536105	+	5158544	5169788	0.9999	1	10969	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01167	1	HG01167#1#CM094528.1		28408993	33550950	+	5141958	5169788	0.9999	1	10367	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01167	2	HG01167#2#CM094543.1		28383235	33548638	+	5165404	5169788	0.9999	1	11462	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01175	2	HG01175#2#CM087940.1		28426263	33594671	+	5168409	5169604	0.9998	1	10301	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01175	1	HG01175#1#CM087925.1		28388857	33560219	+	5171363	5169788	0.9999	1	14717	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01192	2	HG01192#2#JBHDVJ010000035.1		28425182	33556403	+	5131222	5169604	0.9998	1	9871	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01192	1	HG01192#1#JBHDVI010000008.1		28423245	33497113	+	5073869	5169788	0.9999	1	10284	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01243	2	HG01243#2#JAHEOX020000061.1		28429017	33652180	+	5223164	5170153	0.9999	1	10177	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01243	1	HG01243#1#JAHEOY020000051.1		28395858	33529902	+	5134045	5169788	0.9999	1	10166	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01252	2	HG01252#2#CM088855.1		28339611	33537772	+	5198162	5170153	0.9999	1	9974	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01252	1	HG01252#1#CM088824.1		28394713	33593325	+	5198613	5170153	0.9999	1	10349	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01255	2	HG01255#2#CM086721.1		28434597	33610529	+	5175933	5170153	0.9999	1	11324	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01255	1	HG01255#1#CM086707.1		28387912	33538917	+	5151006	5169788	0.9999	1	9121	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01258	2	HG01258#2#JAGYYU020000010.1		28495340	33647216	+	5151877	5169788	0.9999	1	13080	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01258	1	HG01258#1#CM088113.1		28436863	33569447	+	5132585	5169788	0.9999	1	10856	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01261	2	HG01261#2#JBHDVH010000044.1		28397284	33514117	+	5116834	5169788	0.9999	1	11171	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01261	1	HG01261#1#JBHDVG010000007.1		28479273	33732193	+	5252921	5169788	0.9999	1	10919	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01346	2	HG01346#2#JBHDSS010000002.1		28289708	33434702	+	5144995	5169788	0.9999	1	10796	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01346	1	HG01346#1#CM086588.1		28433990	33540363	+	5106374	5169788	0.9999	1	10064	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01358	2	HG01358#2#CM089068.1		28448274	33504819	+	5056546	5169788	0.9999	1	10042	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01358	1	HG01358#1#CM089055.1		28447322	33645210	+	5197889	5170153	0.9999	1	10025	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01361	2	HG01361#2#CM089040.1		28439662	33687433	+	5247772	5169604	0.9998	1	9403	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01361	1	HG01361#1#CM089024.1		28417386	33535858	+	5118473	5169788	0.9999	1	9937	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01433	2	HG01433#2#CM086511.1		28432606	33680115	+	5247510	5169788	0.9999	1	10194	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01433	1	HG01433#1#CM086483.1		28472310	33714767	+	5242458	5170153	0.9999	1	10075	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01496	2	HG01496#2#CM086388.1		28388376	33615208	+	5226833	5170153	0.9999	1	10552	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01496	1	HG01496#1#CM086373.1		28374305	33527298	+	5152994	5169788	0.9999	1	11856	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01530	1	HG01530#1#CM087536.1		28292231	33446470	+	5154240	5169788	0.9999	1	11725	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01530	2	HG01530#2#CM087560.1		28372601	33566242	+	5193642	5169788	0.9999	1	9898	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01784	1	HG01784#1#CM087570.1		28443802	33693813	+	5250012	5169788	0.9999	1	9468	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01784	2	HG01784#2#CM087597.1		28389780	33578100	+	5188321	5169788	0.9999	1	9683	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01786	1	HG01786#1#CM089504.1		28430581	33555976	+	5125396	5169788	0.9999	1	10283	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01786	2	HG01786#2#JBHIIX010000001.1		28291277	33427374	+	5136098	5169788	0.9999	1	11902	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01884	2	HG01884#2#CM086422.1		28486017	33727367	+	5241351	5169788	0.9999	1	9576	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01884	1	HG01884#1#JBHDSB010000050.1		28364997	33565662	+	5200666	5169604	0.9998	1	9453	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01891	2	HG01891#2#JAGYVN020000007.1		1681129	6883010	+	5201882	5169788	0.9999	1	9213	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01891	1	HG01891#1#JAGYVO020000076.1		2900811	8125517	+	5224707	5169604	0.9998	1	10771	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01928	2	HG01928#2#CM089004.1		28358676	33609094	+	5250419	5169604	0.9998	1	9666	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01928	1	HG01928#1#CM088988.1		28420054	33667363	+	5247310	5169788	0.9999	1	10273	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01934	2	HG01934#2#CM088881.1		28393788	33621610	+	5227823	5169788	0.9999	1	10547	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01934	1	HG01934#1#CM088840.1		28381638	33543037	+	5161400	5169788	0.9999	1	11475	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01940	2	HG01940#2#JBHIHL010000009.1		28391811	33519262	+	5127452	5169788	0.9999	1	10382	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01940	1	HG01940#1#CM088633.1		28416533	33550847	+	5134315	5169788	0.9999	1	10245	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01943	2	HG01943#2#JBHIIL010000059.1		28384336	33527821	+	5143486	5169788	0.9999	1	10182	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01943	1	HG01943#1#JBHIIK010000008.1		28388608	33634739	+	5246132	5169788	0.9999	1	10019	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01952	2	HG01952#2#CM087999.1		28438146	33670995	+	5232850	5169788	0.9999	1	10068	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01952	1	HG01952#1#JAHAME020000003.1		28509779	33725990	+	5216212	5169604	0.9998	1	9755	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01960	2	HG01960#2#JBHIHN010000011.1		28515170	33644789	+	5129620	5169788	0.9999	1	10128	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01960	1	HG01960#1#JBHIHM010000013.1		28299727	33553963	+	5254237	5169788	0.9999	1	10048	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01969	2	HG01969#2#CM088699.1		28424697	33581502	+	5156806	5169788	0.9999	1	11328	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01969	1	HG01969#1#CM088687.1		28438493	33684979	+	5246487	5169788	0.9999	1	9739	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01975	2	HG01975#2#CM099812.1		28391516	33619784	+	5228269	5170153	0.9999	1	9952	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01975	1	HG01975#1#JBJUVS010000062.1		28446168	33791199	+	5345032	5169604	0.9998	1	9893	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01978	2	HG01978#2#CM089273.1		28354032	33630223	+	5276192	5169788	0.9999	1	10314	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01978	1	HG01978#1#CM089247.1		28385214	33602216	+	5217003	5169788	0.9999	1	10019	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01981	2	HG01981#2#JBHDRW010000010.1		28410780	33681446	+	5270667	5169788	0.9999	1	10497	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01981	1	HG01981#1#JBHDRV010000009.1		28410315	33655950	+	5245636	5169788	0.9999	1	10361	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01993	2	HG01993#2#JBHDSM010000062.1		28431770	33594269	+	5162500	5169788	0.9999	1	9834	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG01993	1	HG01993#1#JBHDSL010000047.1		28406826	33615858	+	5209033	5169788	0.9999	1	10145	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02004	2	HG02004#2#JBHDRU010000054.1		28359862	33635123	+	5275262	5169604	0.9998	1	10107	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02004	1	HG02004#1#JBHDRT010000003.1		28425702	33656904	+	5231203	5169788	0.9999	1	10494	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02015	2	HG02015#2#CM085899.1		28383446	33717143	+	5333698	5169788	0.9999	1	10063	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02015	1	HG02015#1#CM085893.1		28402846	33586394	+	5183549	5169788	0.9999	1	12481	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02027	2	HG02027#2#JBHDTY010000008.1		1623003	6755193	+	5132191	5170153	0.9999	1	9659	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02027	1	HG02027#1#JBHDTX010000002.1		1623368	6786940	+	5163573	5169604	0.9998	1	9673	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02040	1	HG02040#1#CM087376.1		28407779	33615862	+	5208084	5169788	0.9999	1	9618	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02040	2	HG02040#2#CM087404.1		28421077	33661960	+	5240884	5170153	0.9999	1	9989	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02055	2	HG02055#2#JAHEPJ020000062.1		28297948	33346879	+	5048932	5169788	0.9999	1	11071	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02055	1	HG02055#1#JAHEPK020000065.1		28422841	33550861	+	5128021	5169604	0.9998	1	9446	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02056	2	HG02056#2#JBHDVD010000050.1		28353386	33462193	+	5108808	5169604	0.9998	1	9862	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02056	1	HG02056#1#JBHDVC010000047.1		28415946	33618338	+	5202393	5169788	0.9999	1	10083	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02071	2	HG02071#2#CM088283.1		28360932	33442152	+	5081221	5169788	0.9999	1	10077	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02071	1	HG02071#1#CM088260.1		28423541	33557862	+	5134322	5170153	0.9999	1	10154	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02074	2	HG02074#2#JBHIGL010000008.1		28378730	33632643	+	5253914	5169604	0.9998	1	9759	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02074	1	HG02074#1#JBHIGK010000076.1		28344776	33475569	+	5130794	5169788	0.9999	1	10550	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02080	2	HG02080#2#CM092047.1		28460929	33706794	+	5245866	5169788	0.9999	1	10262	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02080	1	HG02080#1#CM092061.1		28425542	33593192	+	5167651	5169788	0.9999	1	9694	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02083	2	HG02083#2#CM086965.1		28472527	33711689	+	5239163	5169788	0.9999	1	10494	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02083	1	HG02083#1#JBHDTV010000048.1		28371858	33537852	+	5165995	5170153	0.9999	1	10563	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02109	2	HG02109#2#CM092147.1		28420239	33580817	+	5160579	5169604	0.9998	1	9372	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02109	1	HG02109#1#CM092161.1		28294553	33395631	+	5101079	5169788	0.9999	1	9388	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02129	2	HG02129#2#CM085860.1		28366606	33493917	+	5127312	5169788	0.9999	1	10688	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02129	1	HG02129#1#CM085849.1		28352001	33545967	+	5193967	5170153	0.9999	1	9600	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02132	2	HG02132#2#CM086908.1		28367828	33688656	+	5320829	5169788	0.9999	1	9376	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02132	1	HG02132#1#CM086897.1		28372349	33619790	+	5247442	5169788	0.9999	1	9949	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02135	2	HG02135#2#CM088319.1		28377765	33615244	+	5237480	5169604	0.9998	1	9935	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02135	1	HG02135#1#CM088309.1		28410959	33520604	+	5109646	5169788	0.9999	1	10949	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02145	2	HG02145#2#CM099657.1		28376784	33593129	+	5216346	5169788	0.9999	1	9903	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02145	1	HG02145#1#CM099672.1		28303733	33469758	+	5166026	5169788	0.9999	1	10287	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02148	2	HG02148#2#JAHAMF020000005.1		28427628	33536175	+	5108548	5169788	0.9999	1	10004	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02148	1	HG02148#1#JAHAMG020000062.1		28379085	33505835	+	5126751	5169788	0.9999	1	9850	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02155	1	HG02155#1#JBIECB010000043.1		28423029	33561929	+	5138901	5170153	0.9999	1	10273	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02155	2	HG02155#2#CM091924.1		28362729	33591130	+	5228402	5169788	0.9999	1	10948	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02165	1	HG02165#1#CM087444.1		28424290	33561901	+	5137612	5169604	0.9998	1	10208	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02165	2	HG02165#2#JBHDWX010000045.1		28431174	33561779	+	5130606	5169788	0.9999	1	10541	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02178	1	HG02178#1#CM089925.1		28399752	33646110	+	5246359	5169604	0.9998	1	10120	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02178	2	HG02178#2#CM089938.1		28370915	33566694	+	5195780	5169788	0.9999	1	10947	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02257	2	HG02257#2#CM089260.1		28471160	33602067	+	5130908	5169788	0.9999	1	10205	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02257	1	HG02257#1#CM089221.1		28424772	33551966	+	5127195	5169788	0.9999	1	10634	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02258	2	HG02258#2#CM085837.1		28401788	33525465	+	5123678	5169604	0.9998	1	10703	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02258	1	HG02258#1#CM085826.1		28431405	33595237	+	5163833	5169788	0.9999	1	10918	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02273	1	HG02273#1#JBHDVQ010000050.1		28386453	33633535	+	5247083	5169604	0.9998	1	9925	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02273	2	HG02273#2#CM087034.1		28375859	33514787	+	5138929	5169788	0.9999	1	9853	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02280	2	HG02280#2#JBHDRS010000063.1		28438025	33473174	+	5035150	5169788	0.9999	1	9392	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02280	1	HG02280#1#JBHDRR010000050.1		28462941	33680751	+	5217811	5169604	0.9998	1	9394	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02293	2	HG02293#2#CM086237.1		28436443	33671517	+	5235075	5169604	0.9998	1	9871	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02293	1	HG02293#1#CM086249.1		28376541	33683950	+	5307410	5170153	0.9999	1	9910	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02300	2	HG02300#2#JBHDSE010000015.1		28383936	33525808	+	5141873	5169604	0.9998	1	9644	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02300	1	HG02300#1#JBHDSD010000065.1		28384265	33632330	+	5248066	5169788	0.9999	1	10305	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02391	1	HG02391#1#CM087584.1		28379784	33548956	+	5169173	5170153	0.9999	1	10352	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02391	2	HG02391#2#CM087613.1		28373481	33549853	+	5176373	5170153	0.9999	1	11122	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02392	1	HG02392#1#CM099882.1		28340512	33566823	+	5226312	5169604	0.9998	1	10564	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02392	2	HG02392#2#CM099892.1		28378060	33485526	+	5107467	5170153	0.9999	1	10822	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02451	2	HG02451#2#CM086226.1		28455260	33610103	+	5154844	5169788	0.9999	1	10388	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02451	1	HG02451#1#CM086202.1		28416438	33496141	+	5079704	5169788	0.9999	1	10192	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02486	2	HG02486#2#CM088219.1		28305765	33500079	+	5194315	5169788	0.9999	1	9141	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02486	1	HG02486#1#CM088195.1		28400032	33557891	+	5157860	5169788	0.9999	1	10994	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02514	2	HG02514#2#CM098748.1		28370171	33533737	+	5163567	5169788	0.9999	1	10161	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02514	1	HG02514#1#CM098732.1		28373958	33711051	+	5337094	5169788	0.9999	1	9867	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02523	2	HG02523#2#CM086938.1		28380315	33619374	+	5239060	5170153	0.9999	1	10162	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02523	1	HG02523#1#CM086922.1		28564085	33712113	+	5148029	5170153	0.9999	1	10189	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02559	2	HG02559#2#CM088248.1		28392101	33544670	+	5152570	5169788	0.9999	1	10125	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02559	1	HG02559#1#CM088234.1		28438650	33681676	+	5243027	5169788	0.9999	1	10434	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02572	2	HG02572#2#CM088173.1		28510650	33610925	+	5100276	5170153	0.9999	1	10324	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02572	1	HG02572#1#CM088155.1		28443542	33635020	+	5191479	5169788	0.9999	1	9580	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02583	1	HG02583#1#CM089490.1		28310454	33519991	+	5209538	5169788	0.9999	1	9531	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02583	2	HG02583#2#JBHIIV010000002.1		28450971	33556797	+	5105827	5169683	0.9999	1	9462	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02602	2	HG02602#2#CM099701.1		28378684	33507166	+	5128483	5170153	0.9999	1	10286	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02602	1	HG02602#1#CM099687.1		28473876	33718939	+	5245064	5169788	0.9999	1	9619	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02615	2	HG02615#2#JBHDTA010000044.1		28450215	33517590	+	5067376	5169788	0.9999	1	10037	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02615	1	HG02615#1#JBHDSZ010000007.1		28292880	33505607	+	5212728	5169788	0.9999	1	9238	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02622	2	HG02622#2#CM088099.1		28439700	33655942	+	5216243	5170153	0.9999	1	9689	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02622	1	HG02622#1#JAHAOO020000001.1		28509085	33851733	+	5342649	5170153	0.9999	1	9760	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02630	2	HG02630#2#CM091740.1		28323618	33574655	+	5251038	5169788	0.9999	1	10176	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02630	1	HG02630#1#CM091809.1		28389334	33629412	+	5240079	5169788	0.9999	1	10234	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02647	2	HG02647#2#JBHDSQ010000039.1		28453965	33628541	+	5174577	5169788	0.9999	1	10161	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02647	1	HG02647#1#CM086559.1		28392022	33525944	+	5133923	5169788	0.9999	1	9515	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02668	2	HG02668#2#JBHIID010000047.1		28501762	33634486	+	5132725	5169604	0.9998	1	10220	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02668	1	HG02668#1#JBHIIC010000010.1		28453356	33594908	+	5141553	5169788	0.9999	1	9658	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02698	2	HG02698#2#CM086846.1		28436213	33571880	+	5135668	5169788	0.9999	1	9865	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02698	1	HG02698#1#CM086825.1		28387663	33565022	+	5177360	5169788	0.9999	1	10804	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02717	2	HG02717#2#JAHAOR020000010.1		28390930	33657668	+	5266739	5169788	0.9999	1	9765	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02717	1	HG02717#1#JAHAOS020000006.1		28453373	33608309	+	5154937	5169788	0.9999	1	9177	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02723	2	HG02723#2#JAHEOT020000028.1		24121290	29433497	+	5312208	5170153	0.9999	1	9501	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02723	1	HG02723#1#CM092031.1		28492941	33618283	+	5125343	5169788	0.9999	1	9630	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02735	2	HG02735#2#JBHIIJ010000060.1		28392355	33560534	+	5168180	5169788	0.9999	1	9708	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02735	1	HG02735#1#JBHIII010000062.1		28453541	33709307	+	5255767	5169788	0.9999	1	10111	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02738	2	HG02738#2#JBJXQK010000005.1		28378589	33465078	+	5086490	5169788	0.9999	1	9947	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02738	1	HG02738#1#JBJXQJ010000012.1		28448720	33571060	+	5122341	5166832	0.9993	1	10006	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02809	2	HG02809#2#CM088363.1		28447535	33684835	+	5237301	5169683	0.9999	1	9508	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02809	1	HG02809#1#CM088345.1		28415797	33540379	+	5124583	5169604	0.9998	1	9403	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02818	2	HG02818#2#JAHEOR020000002.1		28395424	33521433	+	5126010	5169788	0.9999	1	9907	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02818	1	HG02818#1#JAHEOS020000050.1		28390726	33610396	+	5219671	5169604	0.9998	1	9639	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02841	2	HG02841#2#JBJKOH010000051.1		28480911	33779808	+	5298898	5169604	0.9998	1	10072	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02841	1	HG02841#1#JBJKOG010000054.1		28472700	33602015	+	5129316	5169683	0.9999	1	9899	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02886	2	HG02886#2#CM088127.1		28408235	33704386	+	5296152	5170153	0.9999	1	9672	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
HG02886	1	HG02886#1#CM088086.1		28449049	33579727	+	5130679	5170153	0.9999	1	9548	MHC_GRCh38#0#chr6:28410120-33580577	HPRC_r2
