name	cohort	sample	haplotype	contig	start	end	strand	length
RY09#1#classII	CPC-Chinese	RY09	1	RY09#1#h1tg000030l_0_0:608072-5880016_rc	4018520	4665965	+	647446
RY09#2#classII	CPC-Chinese	RY09	2	RY09#2#h2tg000035l_0_0:611090-5918099_rc	4053969	4701496	+	647528
RY10#1#classII	CPC-Chinese	RY10	1	RY10#1#h1tg000024l_0_0:607475-5741963_rc	3973539	4527593	+	554055
RY10#2#classII	CPC-Chinese	RY10	2	RY10#2#h2tg000100l_0_0:608786-5809719_rc	3955890	4595196	+	639307
RY11#1#classII	CPC-Chinese	RY11	1	RY11#1#h1tg000032l_0_0:461-4925741	3680893	4319404	+	638512
RY11#2#classII	CPC-Chinese	RY11	2	RY11#2#h2tg000061l_0_0:303495-5531509	3982850	4621626	+	638777
HG00408#1#classII	HPRC-EastAsian	HG00408	1	HG00408#1#CM085956.1:28367209-33537812	4032509	4564210	+	531702
HG00408#2#classII	HPRC-EastAsian	HG00408	2	HG00408#2#CM085969.1:28371022-33519581	3987994	4541462	+	553469
HG00423#1#classII	HPRC-EastAsian	HG00423	1	HG00423#1#CM089400.1:28362185-33602188	3992729	4633431	+	640703
HG00423#2#classII	HPRC-EastAsian	HG00423	2	HG00423#2#CM089416.1:28353255-33428495	4002630	4469339	+	466710
HG00438#1#classII	HPRC-EastAsian	HG00438	1	HG00438#1#CM089172.1:28419975-33475943	3918754	4448956	+	530203
HG00438#2#classII	HPRC-EastAsian	HG00438	2	HG00438#2#CM089191.1:28355071-33575312	3976092	4614375	+	638284
HG005#1#classII	HPRC-EastAsian	HG005	1	HG005#1#CM099986.1:28343337-33540760	3952928	4591083	+	638156
HG005#2#classII	HPRC-EastAsian	HG005	2	HG005#2#CM099975.1:28427209-33625676	3953348	4592604	+	639257
HG00544#1#classII	HPRC-EastAsian	HG00544	1	HG00544#1#CM089373.1:28382951-33635750	4005754	4646452	+	640699
HG00544#2#classII	HPRC-EastAsian	HG00544	2	HG00544#2#CM089387.1:28377663-33617357	3992691	4633389	+	640699
HG00558#1#classII	HPRC-EastAsian	HG00558	1	HG00558#1#CM088495.1:28611632-33843761	3987403	4626230	+	638828
HG00558#2#classII	HPRC-EastAsian	HG00558	2	HG00558#2#CM088524.1:28472433-33604465	3983276	4525696	+	542421
HG00597#1#classII	HPRC-EastAsian	HG00597	1	HG00597#1#JBHDUU010000003.1:28248152-33413616	4032783	4558564	+	525782
HG00597#2#classII	HPRC-EastAsian	HG00597	2	HG00597#2#CM085784.1:28381176-33466863	3956930	4479119	+	522190
HG00609#1#classII	HPRC-EastAsian	HG00609	1	HG00609#1#CM086351.1:28557002-33710805	3994488	4547536	+	553049
HG00609#2#classII	HPRC-EastAsian	HG00609	2	HG00609#2#CM086361.1:28373908-33563607	3945411	4584057	+	638647
HG00621#1#classII	HPRC-EastAsian	HG00621	1	HG00621#1#CM087851.1:28412809-33652212	3994475	4633744	+	639270
HG00621#2#classII	HPRC-EastAsian	HG00621	2	HG00621#2#CM087865.1:28365619-33503852	4009541	4531905	+	522365
HG00658#1#classII	HPRC-EastAsian	HG00658	1	HG00658#1#CM088776.1:28382214-33455895	4001064	4467806	+	466743
HG00658#2#classII	HPRC-EastAsian	HG00658	2	HG00658#2#CM088798.1:28345511-33527662	4043119	4575815	+	532697
HG00673#1#classII	HPRC-EastAsian	HG00673	1	HG00673#1#CM089145.1:28380395-33412996	3904390	4426754	+	522365
HG00673#2#classII	HPRC-EastAsian	HG00673	2	HG00673#2#CM089157.1:28378967-33442230	3989917	4456927	+	467011
HG00706#1#classII	HPRC-EastAsian	HG00706	1	HG00706#1#CM100016.1:28396497-33554012	3996801	4550946	+	554146
HG00706#2#classII	HPRC-EastAsian	HG00706	2	HG00706#2#CM100060.1:28411727-33571906	4000554	4553772	+	553219
HG02015#1#classII	HPRC-EastAsian	HG02015	1	HG02015#1#CM085893.1:28402846-33586394	4021629	4577096	+	555468
HG02015#2#classII	HPRC-EastAsian	HG02015	2	HG02015#2#CM085899.1:28383446-33717143	4090170	4727802	+	637633
HG02027#1#classII	HPRC-EastAsian	HG02027	1	HG02027#1#JBHDTX010000002.1:1623368-6786940	4031183	4556977	+	525795
HG02027#2#classII	HPRC-EastAsian	HG02027	2	HG02027#2#JBHDTY010000008.1:1623003-6755193	3996386	4526332	+	529947
HG02040#1#classII	HPRC-EastAsian	HG02040	1	HG02040#1#CM087376.1:28407779-33615862	4059848	4601534	+	541687
HG02040#2#classII	HPRC-EastAsian	HG02040	2	HG02040#2#CM087404.1:28421077-33661960	3994297	4634999	+	640703
HG02056#1#classII	HPRC-EastAsian	HG02056	1	HG02056#1#JBHDVC010000047.1:28415946-33618338	4069458	4595885	+	526428
HG02056#2#classII	HPRC-EastAsian	HG02056	2	HG02056#2#JBHDVD010000050.1:28353386-33462193	3976415	4502842	+	526428
HG02071#1#classII	HPRC-EastAsian	HG02071	1	HG02071#1#CM088260.1:28423541-33557862	4001858	4527864	+	526007
HG02071#2#classII	HPRC-EastAsian	HG02071	2	HG02071#2#CM088283.1:28360932-33442152	3947688	4474830	+	527143
HG02074#1#classII	HPRC-EastAsian	HG02074	1	HG02074#1#JBHIGK010000076.1:28344776-33475569	3993158	4524868	+	531711
HG02074#2#classII	HPRC-EastAsian	HG02074	2	HG02074#2#JBHIGL010000008.1:28378730-33632643	4007313	4648005	+	640693
HG02080#1#classII	HPRC-EastAsian	HG02080	1	HG02080#1#CM092061.1:28425542-33593192	4038201	4561821	+	523621
HG02080#2#classII	HPRC-EastAsian	HG02080	2	HG02080#2#CM092047.1:28460929-33706794	3991630	4639514	+	647885
HG02083#1#classII	HPRC-EastAsian	HG02083	1	HG02083#1#JBHDTV010000048.1:28371858-33537852	4033404	4559409	+	526006
HG02083#2#classII	HPRC-EastAsian	HG02083	2	HG02083#2#CM086965.1:28472527-33711689	3992742	4633325	+	640584
HG02129#1#classII	HPRC-EastAsian	HG02129	1	HG02129#1#CM085849.1:28352001-33545967	4058228	4587384	+	529157
HG02129#2#classII	HPRC-EastAsian	HG02129	2	HG02129#2#CM085860.1:28366606-33493917	3968569	4521436	+	552868
HG02132#1#classII	HPRC-EastAsian	HG02132	1	HG02132#1#CM086897.1:28372349-33619790	4000367	4641001	+	640635
HG02132#2#classII	HPRC-EastAsian	HG02132	2	HG02132#2#CM086908.1:28367828-33688656	4076682	4715202	+	638521
HG02135#1#classII	HPRC-EastAsian	HG02135	1	HG02135#1#CM088309.1:28410959-33520604	3948653	4503070	+	554418
HG02135#2#classII	HPRC-EastAsian	HG02135	2	HG02135#2#CM088319.1:28377765-33615244	3991773	4631208	+	639436
HG02155#1#classII	HPRC-EastAsian	HG02155	1	HG02155#1#JBIECB010000043.1:28423029-33561929	3978957	4533091	+	554135
HG02155#2#classII	HPRC-EastAsian	HG02155	2	HG02155#2#CM091924.1:28362729-33591130	4066892	4622089	+	555198
HG02165#1#classII	HPRC-EastAsian	HG02165	1	HG02165#1#CM087444.1:28424290-33561901	3995703	4531065	+	535363
HG02165#2#classII	HPRC-EastAsian	HG02165	2	HG02165#2#JBHDWX010000045.1:28431174-33561779	3992994	4524699	+	531706
HG02178#1#classII	HPRC-EastAsian	HG02178	1	HG02178#1#CM089925.1:28399752-33646110	3999783	4640484	+	640702
HG02178#2#classII	HPRC-EastAsian	HG02178	2	HG02178#2#CM089938.1:28370915-33566694	4036217	4590021	+	553805
HG02391#1#classII	HPRC-EastAsian	HG02391	1	HG02391#1#CM087584.1:28379784-33548956	4007623	4562608	+	554986
HG02391#2#classII	HPRC-EastAsian	HG02391	2	HG02391#2#CM087613.1:28373481-33549853	4012914	4569539	+	556626
HG02392#1#classII	HPRC-EastAsian	HG02392	1	HG02392#1#CM099882.1:28340512-33566823	4066775	4620572	+	553798
HG02392#2#classII	HPRC-EastAsian	HG02392	2	HG02392#2#CM099892.1:28378060-33485526	3946152	4501631	+	555480
HG02514#1#classII	HPRC-EastAsian	HG02514	1	HG02514#1#CM098732.1:28373958-33711051	4081766	4730466	+	648701
HG02514#2#classII	HPRC-EastAsian	HG02514	2	HG02514#2#CM098748.1:28370171-33533737	4031257	4557056	+	525800
HG02523#1#classII	HPRC-EastAsian	HG02523	1	HG02523#1#CM086922.1:28564085-33712113	3999872	4541570	+	541699
HG02523#2#classII	HPRC-EastAsian	HG02523	2	HG02523#2#CM086938.1:28380315-33619374	3992485	4633184	+	640700
NA18565#1#classII	HPRC-EastAsian	NA18565	1	NA18565#1#CM094320.1:28406009-33589453	3935955	4576597	+	640643
NA18565#2#classII	HPRC-EastAsian	NA18565	2	NA18565#2#CM094342.1:28359389-33490962	3999689	4525698	+	526010
NA18570#1#classII	HPRC-EastAsian	NA18570	1	NA18570#1#CM087659.1:28377747-33503647	3997266	4519387	+	522122
NA18570#2#classII	HPRC-EastAsian	NA18570	2	NA18570#2#JBHDXO010000039.1:12253641-17492124	3993974	4632769	+	638796
NA18608#1#classII	HPRC-EastAsian	NA18608	1	NA18608#1#JBHIJW010000005.1:28379380-33466928	3952847	4481662	+	528816
NA18608#2#classII	HPRC-EastAsian	NA18608	2	NA18608#2#JBHIJX010000014.1:28375523-33585552	4073576	4603163	+	529588
NA18620#1#classII	HPRC-EastAsian	NA18620	1	NA18620#1#JBHIJU010000014.1:28371273-33496778	3993873	4519155	+	525283
NA18620#2#classII	HPRC-EastAsian	NA18620	2	NA18620#2#JBHIJV010000064.1:28361084-33404871	3912320	4437601	+	525282
NA18747#1#classII	HPRC-EastAsian	NA18747	1	NA18747#1#CM087202.1:28424227-33559019	3999357	4528940	+	529584
NA18747#2#classII	HPRC-EastAsian	NA18747	2	NA18747#2#CM087242.1:28408784-33568848	4000603	4553607	+	553005
NA18940#1#classII	HPRC-Japanese	NA18940	1	NA18940#1#CM101704.1:28361445-33495650	3973261	4527315	+	554055
NA18940#2#classII	HPRC-Japanese	NA18940	2	NA18940#2#CM101718.1:28384276-33404776	3947632	4414178	+	466547
NA18943#1#classII	HPRC-Japanese	NA18943	1	NA18943#1#CM101660.1:28426731-33491938	3992642	4459347	+	466706
NA18943#2#classII	HPRC-Japanese	NA18943	2	NA18943#2#CM101689.1:28413016-33476747	3990106	4456836	+	466731
NA18944#1#classII	HPRC-Japanese	NA18944	1	NA18944#1#CM101645.1:28385561-33526630	4003746	4535474	+	531729
NA18944#2#classII	HPRC-Japanese	NA18944	2	NA18944#2#CM101674.1:28358440-33385619	3953005	4420304	+	467300
NA18945#1#classII	HPRC-Japanese	NA18945	1	NA18945#1#CM101613.1:28368965-33555846	4049775	4580006	+	530232
NA18945#2#classII	HPRC-Japanese	NA18945	2	NA18945#2#CM101630.1:28394844-33694406	4054156	4693651	+	639496
NA18948#1#classII	HPRC-Japanese	NA18948	1	NA18948#1#CM101600.1:28387406-33694585	4054054	4701633	+	647580
NA18948#2#classII	HPRC-Japanese	NA18948	2	NA18948#2#CM101588.1:28449833-33675773	4082193	4619228	+	537036
NA18952#1#classII	HPRC-Japanese	NA18952	1	NA18952#1#JBHIJS010000065.1:28372748-33544581	4035789	4565964	+	530176
NA18952#2#classII	HPRC-Japanese	NA18952	2	NA18952#2#JBHIJT010000011.1:27989065-33294169	4059736	4699228	+	639493
NA18959#1#classII	HPRC-Japanese	NA18959	1	NA18959#1#CM101546.1:28370803-33504249	3973263	4527313	+	554051
NA18959#2#classII	HPRC-Japanese	NA18959	2	NA18959#2#CM101574.1:28371257-33493892	3963056	4516181	+	553126
NA18960#1#classII	HPRC-Japanese	NA18960	1	NA18960#1#CM101531.1:28387298-33581139	3948515	4588010	+	639496
NA18960#2#classII	HPRC-Japanese	NA18960	2	NA18960#2#CM101559.1:28352755-33558459	3961326	4599848	+	638523
NA18967#1#classII	HPRC-Japanese	NA18967	1	NA18967#1#CM101498.1:28415274-33499907	3948914	4477774	+	528861
NA18967#2#classII	HPRC-Japanese	NA18967	2	NA18967#2#JBKABX010000006.1:28395404-33553508	3912274	4551827	+	639554
NA18970#1#classII	HPRC-Japanese	NA18970	1	NA18970#1#CM101469.1:28338191-33472849	3999284	4528824	+	529541
NA18970#2#classII	HPRC-Japanese	NA18970	2	NA18970#2#CM101481.1:28437781-33628491	3947059	4584576	+	637518
NA18971#1#classII	HPRC-Japanese	NA18971	1	NA18971#1#JBHDWK010000075.1:28353861-33541047	3942005	4581276	+	639272
NA18971#2#classII	HPRC-Japanese	NA18971	2	NA18971#2#CM087282.1:28370956-33557710	4051831	4580899	+	529069
NA18974#1#classII	HPRC-Japanese	NA18974	1	NA18974#1#JBHIJQ010000061.1:28438445-33702152	4016364	4656859	+	640496
NA18974#2#classII	HPRC-Japanese	NA18974	2	NA18974#2#JBHIJR010000002.1:28446464-33624399	4018077	4571124	+	553048
NA18976#1#classII	HPRC-Japanese	NA18976	1	NA18976#1#CM089753.1:28424712-33611473	4049798	4580044	+	530247
NA18976#2#classII	HPRC-Japanese	NA18976	2	NA18976#2#CM089763.1:28447335-33634097	4049795	4580041	+	530247
NA18982#1#classII	HPRC-Japanese	NA18982	1	NA18982#1#CM101421.1:28415467-33548909	3973257	4527306	+	554050
NA18982#2#classII	HPRC-Japanese	NA18982	2	NA18982#2#JBKABT010000006.1:28433660-33435400	3849355	4395419	+	546065
NA18983#1#classII	HPRC-Japanese	NA18983	1	NA18983#1#CM087420.1:28378465-33528221	4020326	4542686	+	522361
NA18983#2#classII	HPRC-Japanese	NA18983	2	NA18983#2#CM087432.1:28420692-33672818	4007717	4646506	+	638790
NA19087#1#classII	HPRC-Japanese	NA19087	1	NA19087#1#CM087696.1:28331338-33576082	3999224	4638323	+	639100
NA19087#2#classII	HPRC-Japanese	NA19087	2	NA19087#2#JBHDXQ010000012.1:23681967-28867579	4049799	4580040	+	530242
hg002#1#classII	HPRC-Jewish	hg002	1	hg002#1#chr6:28367269-33609101	3996661	4635390	+	638730
hg002#2#classII	HPRC-Jewish	hg002	2	hg002#2#chr6:28364349-33511960	3998602	4540695	+	542094
HG00097#1#classII	HPRC-Rest	HG00097	1	HG00097#1#JBIRDD010000044.1:28461910-33634610	4012399	4566181	+	553783
HG00097#2#classII	HPRC-Rest	HG00097	2	HG00097#2#JBIRDE010000007.1:28438526-33548333	3973728	4503205	+	529478
HG00099#1#classII	HPRC-Rest	HG00099	1	HG00099#1#JBHDWO010000057.1:28378111-33500321	3992970	4515515	+	522546
HG00099#2#classII	HPRC-Rest	HG00099	2	HG00099#2#CM087361.1:28397166-33493833	3962226	4490045	+	527820
HG00126#1#classII	HPRC-Rest	HG00126	1	HG00126#1#CM090112.1:28356760-33437962	3946366	4474379	+	528014
HG00126#2#classII	HPRC-Rest	HG00126	2	HG00126#2#CM090124.1:28373995-33623206	3994875	4643453	+	648579
HG00128#1#classII	HPRC-Rest	HG00128	1	HG00128#1#CM090080.1:28391628-33572064	4037262	4573492	+	536231
HG00128#2#classII	HPRC-Rest	HG00128	2	HG00128#2#CM090096.1:28379634-33499179	3984937	4513342	+	528406
HG00133#1#classII	HPRC-Rest	HG00133	1	HG00133#1#CM090050.1:28455191-33589633	3997926	4527555	+	529630
HG00133#2#classII	HPRC-Rest	HG00133	2	HG00133#2#CM090065.1:28391702-33637176	4000177	4638523	+	638347
HG00140#1#classII	HPRC-Rest	HG00140	1	HG00140#1#CM087111.1:28362821-33594371	4087730	4625416	+	537687
HG00140#2#classII	HPRC-Rest	HG00140	2	HG00140#2#CM087137.1:28381998-33511941	3993747	4522980	+	529234
HG00146#1#classII	HPRC-Rest	HG00146	1	HG00146#1#CM090015.1:28391294-33489055	3962235	4490777	+	528543
HG00146#2#classII	HPRC-Rest	HG00146	2	HG00146#2#JBHIKP010000006.1:28398454-33526840	3985324	4522366	+	537043
HG00232#1#classII	HPRC-Rest	HG00232	1	HG00232#1#JBHIKM010000014.1:28302939-33474178	4011013	4564202	+	553190
HG00232#2#classII	HPRC-Rest	HG00232	2	HG00232#2#JBHIKN010000040.1:28366410-33541603	4040397	4568642	+	528246
HG00235#1#classII	HPRC-Rest	HG00235	1	HG00235#1#JBIRED010000015.1:28430445-33672471	3996751	4635500	+	638750
HG00235#2#classII	HPRC-Rest	HG00235	2	HG00235#2#JBIREE010000012.1:28440799-33687305	4001319	4640358	+	639040
HG00253#1#classII	HPRC-Rest	HG00253	1	HG00253#1#CM094460.1:28362997-33511495	4013479	4542692	+	529214
HG00253#2#classII	HPRC-Rest	HG00253	2	HG00253#2#CM094482.1:28362559-33525998	4002703	4556493	+	553791
HG00272#1#classII	HPRC-Rest	HG00272	1	HG00272#1#CM094189.1:28268096-33422158	4015588	4547410	+	531823
HG00272#2#classII	HPRC-Rest	HG00272	2	HG00272#2#CM094216.1:28400431-33497055	3962194	4490012	+	527819
HG00280#1#classII	HPRC-Rest	HG00280	1	HG00280#1#CM087149.1:28404965-33542525	4001515	4531001	+	529487
HG00280#2#classII	HPRC-Rest	HG00280	2	HG00280#2#CM087160.1:28390542-33496389	3971440	4499257	+	527818
HG00290#1#classII	HPRC-Rest	HG00290	1	HG00290#1#CM089982.1:28384478-33524366	3996075	4533108	+	537034
HG00290#2#classII	HPRC-Rest	HG00290	2	HG00290#2#CM090006.1:28396532-33558743	4019171	4556212	+	537042
HG00320#1#classII	HPRC-Rest	HG00320	1	HG00320#1#CM089951.1:28434922-33547606	4038852	4505702	+	466851
HG00320#2#classII	HPRC-Rest	HG00320	2	HG00320#2#CM089965.1:28395668-33476154	4006974	4473517	+	466544
HG00321#1#classII	HPRC-Rest	HG00321	1	HG00321#1#CM089541.1:28422537-33579208	3997630	4549716	+	552087
HG00321#2#classII	HPRC-Rest	HG00321	2	HG00321#2#CM089572.1:28378789-33420293	3967761	4434602	+	466842
HG00323#1#classII	HPRC-Rest	HG00323	1	HG00323#1#CM087306.1:28385818-33469846	3947181	4477593	+	530413
HG00323#2#classII	HPRC-Rest	HG00323	2	HG00323#2#CM087331.1:28400279-33501006	3940176	4493942	+	553767
HG00329#1#classII	HPRC-Rest	HG00329	1	HG00329#1#CM094227.1:28398918-33572031	4037682	4566145	+	528464
HG00329#2#classII	HPRC-Rest	HG00329	2	HG00329#2#JBIRDQ010000006.1:28383055-33548759	4022584	4559484	+	536901
HG00344#1#classII	HPRC-Rest	HG00344	1	HG00344#1#JBIREN010000005.1:28404553-33569861	4006483	4559473	+	552991
HG00344#2#classII	HPRC-Rest	HG00344	2	HG00344#2#JBIREO010000046.1:28507887-33680519	4012419	4566190	+	553772
HG00350#1#classII	HPRC-Rest	HG00350	1	HG00350#1#JBIREL010000054.1:28392042-33553743	4018677	4555714	+	537038
HG00350#2#classII	HPRC-Rest	HG00350	2	HG00350#2#JBIREM010000045.1:28412158-33655472	3999248	4636686	+	637439
HG00639#1#classII	HPRC-Rest	HG00639	1	HG00639#1#CM088540.1:28385584-33628081	3996811	4635575	+	638765
HG00639#2#classII	HPRC-Rest	HG00639	2	HG00639#2#CM088555.1:28389308-33644836	4011509	4648671	+	637163
HG00642#1#classII	HPRC-Rest	HG00642	1	HG00642#1#JBHDST010000009.1:28352295-33459982	3975633	4500697	+	525065
HG00642#2#classII	HPRC-Rest	HG00642	2	HG00642#2#CM086622.1:28408489-33506502	3961802	4490819	+	529018
HG00733#1#classII	HPRC-Rest	HG00733	1	HG00733#1#JAHEPQ020000004.1:28448883-33531506	3953676	4475841	+	522166
HG00733#2#classII	HPRC-Rest	HG00733	2	HG00733#2#JAHEPP020000013.1:28389728-33496160	3975615	4500654	+	525040
HG00735#1#classII	HPRC-Rest	HG00735	1	HG00735#1#CM087879.1:28400157-33626272	4082694	4619250	+	536557
HG00735#2#classII	HPRC-Rest	HG00735	2	HG00735#2#CM087888.1:28407279-33712571	4060089	4698889	+	638801
HG00738#1#classII	HPRC-Rest	HG00738	1	HG00738#1#CM086647.1:28420303-33517291	3962260	4490076	+	527817
HG00738#2#classII	HPRC-Rest	HG00738	2	HG00738#2#CM086684.1:28399019-33553590	4016714	4548531	+	531818
HG00741#1#classII	HPRC-Rest	HG00741	1	HG00741#1#CM087899.1:28395234-33528259	4003702	4525940	+	522239
HG00741#2#classII	HPRC-Rest	HG00741	2	HG00741#2#CM087911.1:28428150-33619756	4059044	4584950	+	525907
HG01071#1#classII	HPRC-Rest	HG01071	1	HG01071#1#CM089116.1:28400399-33605490	3949507	4598162	+	648656
HG01071#2#classII	HPRC-Rest	HG01071	2	HG01071#2#JAHBCE020000004.1:28353469-33512869	4029337	4552934	+	523598
HG01074#1#classII	HPRC-Rest	HG01074	1	HG01074#1#CM088786.1:28385433-33531927	3986417	4539413	+	552997
HG01074#2#classII	HPRC-Rest	HG01074	2	HG01074#2#CM088812.1:28367163-33616085	3994616	4643146	+	648531
HG01081#1#classII	HPRC-Rest	HG01081	1	HG01081#1#CM088567.1:28461361-33570671	3980962	4502866	+	521905
HG01081#2#classII	HPRC-Rest	HG01081	2	HG01081#2#CM088583.1:28313947-33411923	3961777	4490792	+	529016
HG01099#1#classII	HPRC-Rest	HG01099	1	HG01099#1#CM086260.1:28473499-33727222	3999456	4648024	+	648569
HG01099#2#classII	HPRC-Rest	HG01099	2	HG01099#2#CM086271.1:28372897-33623240	3994919	4643466	+	648548
HG01106#1#classII	HPRC-Rest	HG01106	1	HG01106#1#CM087952.1:28365981-33527455	4030343	4555356	+	525014
HG01106#2#classII	HPRC-Rest	HG01106	2	HG01106#2#CM087965.1:28447447-33606093	4026835	4551697	+	524863
HG01109#1#classII	HPRC-Rest	HG01109	1	HG01109#1#CM092087.1:28385979-33527092	4067333	4534920	+	467588
HG01109#2#classII	HPRC-Rest	HG01109	2	HG01109#2#CM092075.1:28375676-33512099	3993405	4529932	+	536528
HG01123#1#classII	HPRC-Rest	HG01123	1	HG01123#1#CM089083.1:28404843-33659990	4001807	4648602	+	646796
HG01123#2#classII	HPRC-Rest	HG01123	2	HG01123#2#CM089098.1:28415807-33563460	4008833	4541663	+	532831
HG01150#1#classII	HPRC-Rest	HG01150	1	HG01150#1#CM088598.1:28377562-33536105	3997165	4552461	+	555297
HG01150#2#classII	HPRC-Rest	HG01150	2	HG01150#2#CM088614.1:28600391-33807062	4069420	4600365	+	530946
HG01167#1#classII	HPRC-Rest	HG01167	1	HG01167#1#CM094528.1:28408993-33550950	3896540	4535348	+	638809
HG01167#2#classII	HPRC-Rest	HG01167	2	HG01167#2#CM094543.1:28383235-33548638	4005204	4558968	+	553765
HG01175#1#classII	HPRC-Rest	HG01175	1	HG01175#1#CM087925.1:28388857-33560219	4010671	4564454	+	553784
HG01175#2#classII	HPRC-Rest	HG01175	2	HG01175#2#CM087940.1:28426263-33594671	4025350	4562394	+	537045
HG01192#1#classII	HPRC-Rest	HG01192	1	HG01192#1#JBHDVI010000008.1:28423245-33497113	4000444	4466996	+	466553
HG01192#2#classII	HPRC-Rest	HG01192	2	HG01192#2#JBHDVJ010000035.1:28425182-33556403	4001238	4524853	+	523616
HG01243#1#classII	HPRC-Rest	HG01243	1	HG01243#1#JAHEOY020000051.1:28395858-33529902	3996600	4526727	+	530128
HG01243#2#classII	HPRC-Rest	HG01243	2	HG01243#2#JAHEOX020000061.1:28429017-33652180	4085089	4616959	+	531871
HG01252#1#classII	HPRC-Rest	HG01252	1	HG01252#1#CM088824.1:28394713-33593325	3953525	4592292	+	638768
HG01252#2#classII	HPRC-Rest	HG01252	2	HG01252#2#CM088855.1:28339611-33537772	3953284	4591514	+	638231
HG01255#1#classII	HPRC-Rest	HG01255	1	HG01255#1#CM086707.1:28387912-33538917	4012346	4544189	+	531844
HG01255#2#classII	HPRC-Rest	HG01255	2	HG01255#2#CM086721.1:28434597-33610529	4016301	4569085	+	552785
HG01258#1#classII	HPRC-Rest	HG01258	1	HG01258#1#CM088113.1:28436863-33569447	3997736	4526108	+	528373
HG01258#2#classII	HPRC-Rest	HG01258	2	HG01258#2#JAGYYU020000010.1:28495340-33647216	4003280	4545937	+	542658
HG01261#1#classII	HPRC-Rest	HG01261	1	HG01261#1#JBHDVG010000007.1:28479273-33732193	4007380	4646657	+	639278
HG01261#2#classII	HPRC-Rest	HG01261	2	HG01261#2#JBHDVH010000044.1:28397284-33514117	4043804	4510483	+	466680
HG01346#1#classII	HPRC-Rest	HG01346	1	HG01346#1#CM086588.1:28433990-33540363	3969376	4499527	+	530152
HG01346#2#classII	HPRC-Rest	HG01346	2	HG01346#2#JBHDSS010000002.1:28289708-33434702	4008196	4537993	+	529798
HG01358#1#classII	HPRC-Rest	HG01358	1	HG01358#1#CM089055.1:28447322-33645210	3953281	4591501	+	638221
HG01358#2#classII	HPRC-Rest	HG01358	2	HG01358#2#CM089068.1:28448274-33504819	3918820	4449669	+	530850
HG01361#1#classII	HPRC-Rest	HG01361	1	HG01361#1#CM089024.1:28417386-33535858	3986909	4511888	+	524980
HG01361#2#classII	HPRC-Rest	HG01361	2	HG01361#2#CM089040.1:28439662-33687433	3993547	4642115	+	648569
HG01433#1#classII	HPRC-Rest	HG01433	1	HG01433#1#CM086483.1:28472310-33714767	3997270	4636049	+	638780
HG01433#2#classII	HPRC-Rest	HG01433	2	HG01433#2#CM086511.1:28432606-33680115	3993156	4641161	+	648006
HG01496#1#classII	HPRC-Rest	HG01496	1	HG01496#1#CM086373.1:28374305-33527298	4010828	4547255	+	536428
HG01496#2#classII	HPRC-Rest	HG01496	2	HG01496#2#CM086388.1:28388376-33615208	3981679	4620467	+	638789
HG01530#1#classII	HPRC-Rest	HG01530	1	HG01530#1#CM087536.1:28292231-33446470	4010914	4547338	+	536425
HG01530#2#classII	HPRC-Rest	HG01530	2	HG01530#2#CM087560.1:28372601-33566242	3939173	4587124	+	647952
HG01784#1#classII	HPRC-Rest	HG01784	1	HG01784#1#CM087570.1:28443802-33693813	4001675	4643359	+	641685
HG01784#2#classII	HPRC-Rest	HG01784	2	HG01784#2#CM087597.1:28389780-33578100	3943309	4581876	+	638568
HG01786#1#classII	HPRC-Rest	HG01786	1	HG01786#1#CM089504.1:28430581-33555976	3997285	4518883	+	521599
HG01786#2#classII	HPRC-Rest	HG01786	2	HG01786#2#JBHIIX010000001.1:28291277-33427374	4000353	4529458	+	529106
HG01884#1#classII	HPRC-Rest	HG01884	1	HG01884#1#JBHDSB010000050.1:28364997-33565662	4066286	4591286	+	525001
HG01884#2#classII	HPRC-Rest	HG01884	2	HG01884#2#CM086422.1:28486017-33727367	4105169	4634503	+	529335
HG01891#1#classII	HPRC-Rest	HG01891	1	HG01891#1#JAGYVO020000076.1:2900811-8125517	4062190	4616010	+	553821
HG01891#2#classII	HPRC-Rest	HG01891	2	HG01891#2#JAGYVN020000007.1:1681129-6883010	4059124	4595650	+	536527
HG01928#1#classII	HPRC-Rest	HG01928	1	HG01928#1#CM088988.1:28420054-33667363	4002148	4640911	+	638764
HG01928#2#classII	HPRC-Rest	HG01928	2	HG01928#2#CM089004.1:28358676-33609094	4002585	4643384	+	640800
HG01934#1#classII	HPRC-Rest	HG01934	1	HG01934#1#CM088840.1:28381638-33543037	4001209	4554989	+	553781
HG01934#2#classII	HPRC-Rest	HG01934	2	HG01934#2#CM088881.1:28393788-33621610	3982618	4621361	+	638744
HG01940#1#classII	HPRC-Rest	HG01940	1	HG01940#1#CM088633.1:28416533-33550847	3997610	4527951	+	530342
HG01940#2#classII	HPRC-Rest	HG01940	2	HG01940#2#JBHIHL010000009.1:28391811-33519262	3989770	4520979	+	531210
HG01943#1#classII	HPRC-Rest	HG01943	1	HG01943#1#JBHIIK010000008.1:28388608-33634739	4000903	4639122	+	638220
HG01943#2#classII	HPRC-Rest	HG01943	2	HG01943#2#JBHIIL010000059.1:28384336-33527821	3896521	4537132	+	640612
HG01952#1#classII	HPRC-Rest	HG01952	1	HG01952#1#JAHAME020000003.1:28509779-33725990	4077686	4609210	+	531525
