donor	gene	feature	hprc_entries	jasapage_entries	hprc_signature	jasapage_signature	unordered_match	interpretation
NA18952	HLA-DPB1	gene_sha256	2	2	99b3cd6d053bd6b8c978dd86406a3e2e6d92fff641232f363004a5352b5bde08;d3632948dbfaf8a225b312daa0e58bb95314143a0ecde9890449e15ab0e16b7c	99b3cd6d053bd6b8c978dd86406a3e2e6d92fff641232f363004a5352b5bde08;99b3cd6d053bd6b8c978dd86406a3e2e6d92fff641232f363004a5352b5bde08	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DPB1	cds_sha256	2	2	6659e1c24df3dbbe8976f1368b8a5790244e9dadb8a49e2234c4f02856d9b9b3;6659e1c24df3dbbe8976f1368b8a5790244e9dadb8a49e2234c4f02856d9b9b3	6659e1c24df3dbbe8976f1368b8a5790244e9dadb8a49e2234c4f02856d9b9b3;6659e1c24df3dbbe8976f1368b8a5790244e9dadb8a49e2234c4f02856d9b9b3	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DQA1	gene_sha256	2	2	b8a3cd72fc23d2731e5fcace9c3fd6b22b576cc9fa3bdaf82c1d142a1e4f2b3e;ec31c1c13f52306c6ee38164677eda034d54b48b8e210d4c7a12a4b0cb94ffbc	ec31c1c13f52306c6ee38164677eda034d54b48b8e210d4c7a12a4b0cb94ffbc;ec31c1c13f52306c6ee38164677eda034d54b48b8e210d4c7a12a4b0cb94ffbc	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DQA1	cds_sha256	2	2	979abe17f229c9ee8fe56fdf4709e5b1d1a0c4b7c69ebcf8773e32a980e7132a;d84fddf474293b4337a3ba0b30586fad1d146bb1d21524b59f2798efe5b37ae1	d84fddf474293b4337a3ba0b30586fad1d146bb1d21524b59f2798efe5b37ae1;d84fddf474293b4337a3ba0b30586fad1d146bb1d21524b59f2798efe5b37ae1	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DQB1	gene_sha256	2	2	90faff758028e2b8168d92cff964f95d7fbd9ba96b4eb10f0dac8776d764a92b;f552315b05f3e4d85f4308ccaa62e49b931e4b5f0029d7b8f86b6473ae7854e2	90faff758028e2b8168d92cff964f95d7fbd9ba96b4eb10f0dac8776d764a92b;90faff758028e2b8168d92cff964f95d7fbd9ba96b4eb10f0dac8776d764a92b	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DQB1	cds_sha256	2	2	1222a2a8ff0a0ff4b60420b7ed15fea9fde0e1cc02a2a5cb8ec46d4b5cea199e;781a32b1f021c638f5e6fc5652f5cc4367e8e30291c9f3df3e2e01102c3a79e0	781a32b1f021c638f5e6fc5652f5cc4367e8e30291c9f3df3e2e01102c3a79e0;781a32b1f021c638f5e6fc5652f5cc4367e8e30291c9f3df3e2e01102c3a79e0	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DRB1	gene_sha256	2	2	3c8582f874ac09c2c5b1b5cf59aa29fbe554fcb3086b9ee6644d7de8dc5405a1;b3400e274e0c22945c35de1492db90373bb3e482d5744a15034714e7c8a1da50	47c63e49302f5f86f8e2b4e8c8c427ce9e67e4507d2e412af2883d540775d9f9;b3400e274e0c22945c35de1492db90373bb3e482d5744a15034714e7c8a1da50	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DRB1	cds_sha256	2	2	58aef5c6739eab202e6a4a2d13527a848f64ecf61e2311478599b08be1aaafe9;ee53527cacf6135f4c472389529ba124cdaf8874dd80633ae7b73b61195a688e	58aef5c6739eab202e6a4a2d13527a848f64ecf61e2311478599b08be1aaafe9;58aef5c6739eab202e6a4a2d13527a848f64ecf61e2311478599b08be1aaafe9	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DRB3	gene_sha256	1	0	20be1dc5cb8dcfc49f39f489c7cc294750dcd782b74da36d7d0da18f97709ac7		0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DRB3	cds_sha256	1	0	62a4a14af20e5746b68b608179dc77d8f17e2dfb1f0b6095dd43be9fa35d35ea		0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DRB4	gene_sha256	1	2	23f00f068faadb7a88cb9e2c86346f014a3a482c713c7437258de5c53b13c3a2	23f00f068faadb7a88cb9e2c86346f014a3a482c713c7437258de5c53b13c3a2;23f00f068faadb7a88cb9e2c86346f014a3a482c713c7437258de5c53b13c3a2	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18952	HLA-DRB4	cds_sha256	1	2	cf3bc91c6737c9f5011b77ec84d64a4bc89c502af91fa2b8d5414948978c9588	cf3bc91c6737c9f5011b77ec84d64a4bc89c502af91fa2b8d5414948978c9588;cf3bc91c6737c9f5011b77ec84d64a4bc89c502af91fa2b8d5414948978c9588	0	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-A	gene_sha256	2	2	2e735934b48404eb9b3de6bb06920c346faaed79c608dd32baffaeaa7a05f68b;b97c51f34a8a9f4982dd5eb1f4230b9807f455ba1caf338e80f8bdf65c677f9f	2e735934b48404eb9b3de6bb06920c346faaed79c608dd32baffaeaa7a05f68b;b97c51f34a8a9f4982dd5eb1f4230b9807f455ba1caf338e80f8bdf65c677f9f	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-A	cds_sha256	2	2	72592d3f49e03a3d6f390cf4368512ad38f003c50675df48acb2fca426dfbe0a;a3476b2cf404d7a789cfc62d0fe3664dcb1ac6e37f32c0996ccb726557ada93e	72592d3f49e03a3d6f390cf4368512ad38f003c50675df48acb2fca426dfbe0a;a3476b2cf404d7a789cfc62d0fe3664dcb1ac6e37f32c0996ccb726557ada93e	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-B	gene_sha256	2	2	256c59193547dc48c16081d3abc9afe3116ce1c57220fe0d07348005fa29da6b;66b655fd393d1f4b91e14faf434317412a0d86eed354584f99ce8cc45a620e6e	256c59193547dc48c16081d3abc9afe3116ce1c57220fe0d07348005fa29da6b;66b655fd393d1f4b91e14faf434317412a0d86eed354584f99ce8cc45a620e6e	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-B	cds_sha256	2	2	0d17d95e3e88128ec1031aa79f7b69f9f94b56f7b7812b024894e21ba5903eab;2bd78b2fa0de3d528d64bfe5acd2ad5778f136f66f9e3ab30d08158883c48b9b	0d17d95e3e88128ec1031aa79f7b69f9f94b56f7b7812b024894e21ba5903eab;2bd78b2fa0de3d528d64bfe5acd2ad5778f136f66f9e3ab30d08158883c48b9b	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-C	gene_sha256	2	2	471aeb9dd08d9f3640250c09da5b4fade018dc3729ad885bb9fb8987f15ec6e8;552122ea0fca551277c6eb9116c4fa518410199812eb20c5a0b9d683153ee845	471aeb9dd08d9f3640250c09da5b4fade018dc3729ad885bb9fb8987f15ec6e8;552122ea0fca551277c6eb9116c4fa518410199812eb20c5a0b9d683153ee845	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-C	cds_sha256	2	2	716c15217f162d2fd1bf86f82c78947f7d581b204ab2bd20ddafe0b90018c36a;a50be52f47a30f6871b5cc318045df51c4d4f604056d11b54053f978c9780dd8	716c15217f162d2fd1bf86f82c78947f7d581b204ab2bd20ddafe0b90018c36a;a50be52f47a30f6871b5cc318045df51c4d4f604056d11b54053f978c9780dd8	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DPA1	gene_sha256	2	2	009a1299e87ee587cb554ce4fde834f9dedfe204453fe4caac93ce35133baa3f;22d92697ce81373f32ad3fc597baedb42510db2e845eb88fa7fa8c94e4bc103d	009a1299e87ee587cb554ce4fde834f9dedfe204453fe4caac93ce35133baa3f;22d92697ce81373f32ad3fc597baedb42510db2e845eb88fa7fa8c94e4bc103d	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DPA1	cds_sha256	2	2	56a6d8ff783454876a7dc74858b229fb861bd66049037583f43d3bc3a93b047f;b098f34ca4caa05c92e4525da9a0fb4789be3e19b5e809a73931d90d6a1edf32	56a6d8ff783454876a7dc74858b229fb861bd66049037583f43d3bc3a93b047f;b098f34ca4caa05c92e4525da9a0fb4789be3e19b5e809a73931d90d6a1edf32	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DPB1	gene_sha256	2	2	8e245ab6b3fe697dd30dad80acfd0bc218332952f406bfffe78a3f3a921f73c7;99b3cd6d053bd6b8c978dd86406a3e2e6d92fff641232f363004a5352b5bde08	8e245ab6b3fe697dd30dad80acfd0bc218332952f406bfffe78a3f3a921f73c7;99b3cd6d053bd6b8c978dd86406a3e2e6d92fff641232f363004a5352b5bde08	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DPB1	cds_sha256	2	2	6659e1c24df3dbbe8976f1368b8a5790244e9dadb8a49e2234c4f02856d9b9b3;f72da6a24a15b8818a19d0e19219a074f17aed891695ffbd4275c0436054c624	6659e1c24df3dbbe8976f1368b8a5790244e9dadb8a49e2234c4f02856d9b9b3;f72da6a24a15b8818a19d0e19219a074f17aed891695ffbd4275c0436054c624	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DQA1	gene_sha256	2	2	2dd68097e1bab81493b5eae6b3560373a11dd91bb3089516c70e6c82d2a484fb;59c7724f6661d90275ec8d016036697c38fde5778c157f202330e325d490a1c3	2dd68097e1bab81493b5eae6b3560373a11dd91bb3089516c70e6c82d2a484fb;59c7724f6661d90275ec8d016036697c38fde5778c157f202330e325d490a1c3	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DQA1	cds_sha256	2	2	9537ba88302dad0c595d3ec1dfbf914c4d8fde404fc0a46129b08fb98993a65d;979abe17f229c9ee8fe56fdf4709e5b1d1a0c4b7c69ebcf8773e32a980e7132a	9537ba88302dad0c595d3ec1dfbf914c4d8fde404fc0a46129b08fb98993a65d;979abe17f229c9ee8fe56fdf4709e5b1d1a0c4b7c69ebcf8773e32a980e7132a	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DQB1	gene_sha256	2	2	247fac28560c5fc749055330e6144f1785c72c454cdaf66582edce45530a10a3;945425f7e09e10143a84857f89c8f9723514510cc026f65641f23735e7908190	247fac28560c5fc749055330e6144f1785c72c454cdaf66582edce45530a10a3;945425f7e09e10143a84857f89c8f9723514510cc026f65641f23735e7908190	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DQB1	cds_sha256	2	2	1222a2a8ff0a0ff4b60420b7ed15fea9fde0e1cc02a2a5cb8ec46d4b5cea199e;dd51d83ba51f21891c45c87881c1d4b642921e3dee0e8dbd419fb7bcb2a40707	1222a2a8ff0a0ff4b60420b7ed15fea9fde0e1cc02a2a5cb8ec46d4b5cea199e;dd51d83ba51f21891c45c87881c1d4b642921e3dee0e8dbd419fb7bcb2a40707	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DRB1	gene_sha256	2	2	ac9efdc827847178358448bbbdf8922539dffdbb9abd1a69e418c35af61ade48;dd03b4cc319e7899cb481f471943a2871979b06d9c88b4df69654acad2b64e98	ac9efdc827847178358448bbbdf8922539dffdbb9abd1a69e418c35af61ade48;dd03b4cc319e7899cb481f471943a2871979b06d9c88b4df69654acad2b64e98	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DRB1	cds_sha256	2	2	18a617313058242da1f38929507aa7565b4844a7f354eaef08f80ab1e52f916f;ba87842fd0ca5f5be38d523659639b1462de3ce516ee28ebfc1df8434ff5bdae	18a617313058242da1f38929507aa7565b4844a7f354eaef08f80ab1e52f916f;ba87842fd0ca5f5be38d523659639b1462de3ce516ee28ebfc1df8434ff5bdae	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DRB3	gene_sha256	1	1	8cc2857d12e412d12c0cb18a0c6469267f6102404727673850e81198713ca7dc	8cc2857d12e412d12c0cb18a0c6469267f6102404727673850e81198713ca7dc	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DRB3	cds_sha256	1	1	62a4a14af20e5746b68b608179dc77d8f17e2dfb1f0b6095dd43be9fa35d35ea	62a4a14af20e5746b68b608179dc77d8f17e2dfb1f0b6095dd43be9fa35d35ea	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DRB4	gene_sha256	1	1	f6693e8af82c24e34e88479d295352b8fd374e5654451a434c62f4ec994d42b7	f6693e8af82c24e34e88479d295352b8fd374e5654451a434c62f4ec994d42b7	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
NA18970	HLA-DRB4	cds_sha256	1	1	a0904ac555ca09186930b5228f8074ad8867cff1865f0b9a015fe6a468fe4a63	a0904ac555ca09186930b5228f8074ad8867cff1865f0b9a015fe6a468fe4a63	1	Cross-source assemblies of one donor, not independent biological replication; shared raw-data provenance not excluded
