gene	split	method	n	family_clusters	accuracy	accuracy_ci_low	accuracy_ci_high	difference_vs_sampled_gene_sequence	difference_ci_low	difference_ci_high	replicates	seed	scope
HLA-DRB3	leave_family_out	coding_sequence	302	225	0.9966887417218543	0.9897251447535659	1.0	0.052980132450331126	0.02702702702702703	0.08305674376147666	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_family_out	coding_sequence_all_31mers	302	225	0.9966887417218543	0.9897251447535659	1.0	0.052980132450331126	0.02702702702702703	0.08305674376147666	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_family_out	flanks_only	302	225	0.8841059602649006	0.842443729903537	0.9217700924017815	-0.059602649006622516	-0.09206453634085214	-0.030196308724832244	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_family_out	gene_bundles_fixed_panel	302	225	0.45364238410596025	0.39295403881121393	0.5131600731962357	-0.4900662251655629	-0.5474885421213445	-0.4305073521158379	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_family_out	gene_content	302	225	0.08609271523178808	0.052980132450331126	0.11905156102175966	-0.8576158940397351	-0.8986938446264582	-0.8137213359920239	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB3	leave_family_out	gene_sequence	302	225	0.9437086092715232	0.9131762783943574	0.9696969696969697	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	classII_bundles_fixed_panel	180	147	0.9111111111111111	0.8626231527093596	0.952968221771467	-0.08333333333333333	-0.1326054673777664	-0.04254199328107509	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	coding_sequence	180	147	0.9944444444444445	0.9824561403508771	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	coding_sequence_all_31mers	180	147	0.9944444444444445	0.9824561403508771	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	flanks_only	180	147	0.6722222222222223	0.5955023705916738	0.7433190077554106	-0.32222222222222224	-0.39664804469273746	-0.2513958848490399	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	gene_bundles_fixed_panel	180	147	0.49444444444444446	0.4161736052477756	0.5674195262678409	-0.5	-0.5797872340425532	-0.4268838078803567	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	gene_content	180	147	0.45	0.37790374677002586	0.5235559305689488	-0.5444444444444444	-0.6187978716725263	-0.47125601443464316	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_cohort_out	gene_sequence	180	147	0.9944444444444445	0.9824561403508771	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	classII_bundles_fixed_panel	180	147	0.9777777777777777	0.946524064171123	1.0	-0.016666666666666666	-0.044450651769087524	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	coding_sequence	180	147	0.9944444444444445	0.9826589595375722	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	coding_sequence_all_31mers	180	147	0.9944444444444445	0.9826589595375722	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	flanks_only	180	147	0.6722222222222223	0.5987877450383537	0.7415776639091246	-0.32222222222222224	-0.3957426701087959	-0.2527457757296467	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	gene_bundles_fixed_panel	180	147	0.4777777777777778	0.4011291674427268	0.5555704099821747	-0.5166666666666667	-0.5922048101505539	-0.4381846910112361	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	gene_content	180	147	0.4222222222222222	0.34104046242774566	0.4971106523534269	-0.5722222222222222	-0.6521797256451988	-0.49723679743201954	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB4	leave_family_out	gene_sequence	180	147	0.9944444444444445	0.9826589595375722	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	classII_bundles_fixed_panel	124	99	0.8709677419354839	0.8016528925619835	0.9274193548387096	-0.0967741935483871	-0.15748031496062992	-0.046511627906976744	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	coding_sequence	124	99	0.967741935483871	0.9338842975206612	0.9922480620155039	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	coding_sequence_all_31mers	124	99	0.967741935483871	0.9338842975206612	0.9922480620155039	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	flanks_only	124	99	0.7016129032258065	0.6111111111111112	0.7857295482295481	-0.2661290322580645	-0.35658914728682173	-0.18546862293304428	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	gene_bundles_fixed_panel	124	99	0.016129032258064516	0.0	0.04065040650406504	-0.9516129032258065	-0.984251968503937	-0.9112903225806451	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	gene_content	124	99	0.20967741935483872	0.14047184316740344	0.2844845107933838	-0.7580645161290323	-0.8281535823170731	-0.6803196721311475	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_cohort_out	gene_sequence	124	99	0.967741935483871	0.9338842975206612	0.9922480620155039	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	classII_bundles_fixed_panel	124	99	0.9838709677419355	0.9586776859504132	1.0	-0.008064516129032258	-0.025210084033613446	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	coding_sequence	124	99	0.9919354838709677	0.9743589743589743	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	coding_sequence_all_31mers	124	99	0.9919354838709677	0.9743589743589743	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	flanks_only	124	99	0.7096774193548387	0.625	0.7857142857142857	-0.28225806451612906	-0.3651190476190476	-0.20660501115046573	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	gene_bundles_fixed_panel	124	99	0.0	0.0	0.0	-0.9919354838709677	-1.0	-0.9743589743589743	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	gene_content	124	99	0.1935483870967742	0.1271186440677966	0.2635883144339803	-0.7983870967741935	-0.8650910364145659	-0.7272727272727273	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
HLA-DRB5	leave_family_out	gene_sequence	124	99	0.9919354838709677	0.9743589743589743	1.0	0.0	0.0	0.0	2000	20260916	Conditional on fixed predictions and panel; does not refit graph or capture unknown relatedness
