entry	hap_id	prototype	family	contig	start0	end0	strand	query_length	query_coverage	identity	mapq	eligible
HG02559_1	HG02559#1	WHR1B	WHR1	HG02559#1#CM088234.1:28438650-33681676	3560653	3561171	+	518	1.0	0.9942084942084942	0	1
HG02559_2	HG02559#2	WHR1	WHR1	HG02559#2#CM088248.1:28392101-33544670	3550275	3560547	+	10272	1.0	1.0	60	1
HG02559_2	HG02559#2	CYP21A1P	CYP21	HG02559#2#CM088248.1:28392101-33544670	3584736	3588010	+	3274	1.0	0.9996945632254124	60	1
HG02559_2	HG02559#2	CYP21A1P	CYP21	HG02559#2#CM088248.1:28392101-33544670	3617470	3620745	+	3274	1.0	0.9783734389278099	0	1
HG02559_2	HG02559#2	CYP21A2	CYP21	HG02559#2#CM088248.1:28392101-33544670	3617515	3620745	+	3230	1.0	0.9993808049535604	60	1
HG02559_2	HG02559#2	CYP21A2	CYP21	HG02559#2#CM088248.1:28392101-33544670	3584786	3588010	+	3230	0.9984520123839009	0.9783482833281781	0	1
HG02559_2	HG02559#2	TNXA	TNX	HG02559#2#CM088248.1:28392101-33544670	3587520	3592124	-	4604	1.0	0.9997827975673328	60	1
HG02559_2	HG02559#2	TNXA	TNX	HG02559#2#CM088248.1:28392101-33544670	3620255	3624978	-	4604	1.0	0.9701524132091448	0	1
HG02559_2	HG02559#2	TNXB	TNX	HG02559#2#CM088248.1:28392101-33544670	3620253	3688446	-	68186	1.0	0.9995747925280783	60	1
HG02559_2	HG02559#2	WHR1B	WHR1	HG02559#2#CM088248.1:28392101-33544670	3592370	3592888	+	518	1.0	1.0	60	1
HG02559_2	HG02559#2	WHR1B	WHR1	HG02559#2#CM088248.1:28392101-33544670	3559632	3560150	+	518	1.0	0.9942084942084942	0	1
HG02572_1	HG02572#1	WHR1	WHR1	HG02572#1#CM088155.1:28443542-33635020	3618768	3629037	+	10272	1.0	0.9992212596125767	60	1
HG02572_1	HG02572#1	CYP21A1P	CYP21	HG02572#1#CM088155.1:28443542-33635020	3653228	3656502	+	3274	1.0	0.9972510690287111	60	1
HG02572_1	HG02572#1	CYP21A1P	CYP21	HG02572#1#CM088155.1:28443542-33635020	3679595	3682869	+	3274	1.0	0.9771480804387569	0	1
HG02572_1	HG02572#1	CYP21A2	CYP21	HG02572#1#CM088155.1:28443542-33635020	3679640	3682869	+	3230	1.0	0.9981424148606811	60	1
HG02572_1	HG02572#1	CYP21A2	CYP21	HG02572#1#CM088155.1:28443542-33635020	3653278	3656502	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG02572_1	HG02572#1	TNXA	TNX	HG02572#1#CM088155.1:28443542-33635020	3656012	3660616	-	4604	1.0	0.9969591659426585	50	1
HG02572_1	HG02572#1	TNXA	TNX	HG02572#1#CM088155.1:28443542-33635020	3682379	3687102	-	4604	1.0	0.9699407281964437	0	1
HG02572_1	HG02572#1	TNXB	TNX	HG02572#1#CM088155.1:28443542-33635020	3682377	3750536	-	68186	1.0	0.9992520678125183	60	1
HG02572_1	HG02572#1	WHR1B	WHR1	HG02572#1#CM088155.1:28443542-33635020	3660862	3661380	+	518	1.0	0.9980694980694981	60	1
HG02572_1	HG02572#1	WHR1B	WHR1	HG02572#1#CM088155.1:28443542-33635020	3628122	3628640	+	518	1.0	0.9942084942084942	0	1
HG02572_2	HG02572#2	WHR1	WHR1	HG02572#2#CM088173.1:28510650-33610925	3549120	3559383	+	10272	1.0	0.9981503115264797	60	1
HG02572_2	HG02572#2	CYP21A1P	CYP21	HG02572#2#CM088173.1:28510650-33610925	3583570	3586845	+	3274	1.0	0.977459640572647	60	1
HG02572_2	HG02572#2	CYP21A2	CYP21	HG02572#2#CM088173.1:28510650-33610925	3583615	3586845	+	3230	1.0	0.9975232198142415	60	1
HG02572_2	HG02572#2	TNXA	TNX	HG02572#2#CM088173.1:28510650-33610925	3586355	3591078	-	4604	1.0	0.9693056731583404	60	1
HG02572_2	HG02572#2	TNXB	TNX	HG02572#2#CM088173.1:28510650-33610925	3586353	3654543	-	68186	1.0	0.9989589290165545	60	1
HG02572_2	HG02572#2	WHR1B	WHR1	HG02572#2#CM088173.1:28510650-33610925	3558471	3558986	+	518	1.0	0.9864864864864865	60	1
HG02583_1	HG02583#1	WHR1	WHR1	HG02583#1#CM089490.1:28310454-33519991	3619008	3629280	+	10272	1.0	0.9996105919003115	60	1
HG02583_1	HG02583#1	CYP21A1P	CYP21	HG02583#1#CM089490.1:28310454-33519991	3653470	3656744	+	3274	1.0	0.9966401954795358	60	1
HG02583_1	HG02583#1	CYP21A1P	CYP21	HG02583#1#CM089490.1:28310454-33519991	3679837	3683112	+	3274	1.0	0.977155041120926	0	1
HG02583_1	HG02583#1	CYP21A2	CYP21	HG02583#1#CM089490.1:28310454-33519991	3679882	3683112	+	3230	1.0	0.9981424148606811	60	1
HG02583_1	HG02583#1	CYP21A2	CYP21	HG02583#1#CM089490.1:28310454-33519991	3653520	3656744	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG02583_1	HG02583#1	TNXA	TNX	HG02583#1#CM089490.1:28310454-33519991	3656254	3660858	-	4604	1.0	0.9973935708079931	42	1
HG02583_1	HG02583#1	TNXA	TNX	HG02583#1#CM089490.1:28310454-33519991	3682622	3687345	-	4604	1.0	0.970575783234547	0	1
HG02583_1	HG02583#1	TNXB	TNX	HG02583#1#CM089490.1:28310454-33519991	3682620	3750801	-	68186	1.0	0.9994867357862475	60	1
HG02583_1	HG02583#1	WHR1B	WHR1	HG02583#1#CM089490.1:28310454-33519991	3661104	3661622	+	518	1.0	0.9980694980694981	34	1
HG02583_1	HG02583#1	WHR1B	WHR1	HG02583#1#CM089490.1:28310454-33519991	3628365	3628883	+	518	1.0	0.9961389961389961	0	1
HG02583_2	HG02583#2	WHR1	WHR1	HG02583#2#JBHIIV010000002.1:28450971-33556797	3549989	3560252	+	10272	1.0	0.9982476635514018	60	1
HG02583_2	HG02583#2	CYP21A1P	CYP21	HG02583#2#JBHIIV010000002.1:28450971-33556797	3584439	3587714	+	3274	1.0	0.9777642400243679	60	1
HG02583_2	HG02583#2	CYP21A2	CYP21	HG02583#2#JBHIIV010000002.1:28450971-33556797	3584484	3587714	+	3230	1.0	0.9990712074303405	60	1
HG02583_2	HG02583#2	TNXA	TNX	HG02583#2#JBHIIV010000002.1:28450971-33556797	3587224	3591947	-	4604	1.0	0.9701524132091448	60	1
HG02583_2	HG02583#2	TNXB	TNX	HG02583#2#JBHIIV010000002.1:28450971-33556797	3587222	3655417	-	68186	1.0	0.9994135069352805	60	1
HG02583_2	HG02583#2	WHR1B	WHR1	HG02583#2#JBHIIV010000002.1:28450971-33556797	3559340	3559855	+	518	1.0	0.9884169884169884	60	1
HG02602_1	HG02602#1	WHR1	WHR1	HG02602#1#CM099687.1:28473876-33718939	3549814	3560084	+	10272	1.0	0.9993185358255452	60	1
HG02602_1	HG02602#1	CYP21A1P	CYP21	HG02602#1#CM099687.1:28473876-33718939	3584275	3587549	+	3274	1.0	0.9972510690287111	60	1
HG02602_1	HG02602#1	CYP21A1P	CYP21	HG02602#1#CM099687.1:28473876-33718939	3610642	3613917	+	3274	1.0	0.978982637831252	0	1
HG02602_1	HG02602#1	CYP21A2	CYP21	HG02602#1#CM099687.1:28473876-33718939	3610687	3613917	+	3230	1.0	0.9962848297213622	60	1
HG02602_1	HG02602#1	CYP21A2	CYP21	HG02602#1#CM099687.1:28473876-33718939	3584325	3587549	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG02602_1	HG02602#1	TNXA	TNX	HG02602#1#CM099687.1:28473876-33718939	3587059	3591663	-	4604	1.0	0.9967419635099913	4	1
HG02602_1	HG02602#1	TNXA	TNX	HG02602#1#CM099687.1:28473876-33718939	3613427	3618151	-	4604	1.0	0.9714225232853514	0	1
HG02602_1	HG02602#1	TNXB	TNX	HG02602#1#CM099687.1:28473876-33718939	3613425	3681574	-	68186	1.0	0.9982698454590775	60	1
HG02602_1	HG02602#1	WHR1B	WHR1	HG02602#1#CM099687.1:28473876-33718939	3591909	3592427	+	518	1.0	0.9980694980694981	60	1
HG02602_1	HG02602#1	WHR1B	WHR1	HG02602#1#CM099687.1:28473876-33718939	3559169	3559687	+	518	1.0	0.9942084942084942	0	1
HG02602_2	HG02602#2	WHR1	WHR1	HG02602#2#CM099701.1:28378684-33507166	3544296	3554568	+	10272	1.0	0.9991239170641487	60	1
HG02602_2	HG02602#2	CYP21A1P	CYP21	HG02602#2#CM099701.1:28378684-33507166	3578757	3582031	+	3274	1.0	0.998167379352474	60	1
HG02602_2	HG02602#2	CYP21A1P	CYP21	HG02602#2#CM099701.1:28378684-33507166	3611492	3614766	+	3274	1.0	0.9786715417428398	0	1
HG02602_2	HG02602#2	CYP21A2	CYP21	HG02602#2#CM099701.1:28378684-33507166	3611537	3614766	+	3230	1.0	0.9975232198142415	60	1
HG02602_2	HG02602#2	CYP21A2	CYP21	HG02602#2#CM099701.1:28378684-33507166	3578807	3582031	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG02602_2	HG02602#2	TNXA	TNX	HG02602#2#CM099701.1:28378684-33507166	3581541	3586145	-	4604	1.0	0.9980451781059948	60	1
HG02602_2	HG02602#2	TNXA	TNX	HG02602#2#CM099701.1:28378684-33507166	3614276	3618999	-	4604	1.0	0.9688823031329382	0	1
HG02602_2	HG02602#2	TNXB	TNX	HG02602#2#CM099701.1:28378684-33507166	3614274	3682461	-	68186	1.0	0.9987684909616034	60	1
HG02602_2	HG02602#2	WHR1B	WHR1	HG02602#2#CM099701.1:28378684-33507166	3586391	3586909	+	518	1.0	0.9980694980694981	60	1
HG02602_2	HG02602#2	WHR1B	WHR1	HG02602#2#CM099701.1:28378684-33507166	3553653	3554171	+	518	1.0	0.9942084942084942	0	1
HG02615_1	HG02615#1	WHR1	WHR1	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3617938	3628209	+	10272	1.0	0.9992211838006231	60	1
HG02615_1	HG02615#1	CYP21A1P	CYP21	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3652397	3655671	+	3274	1.0	0.9771480804387569	0	1
HG02615_1	HG02615#1	CYP21A1P	CYP21	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3678764	3682038	+	3274	1.0	0.9771480804387569	0	1
HG02615_1	HG02615#1	CYP21A2	CYP21	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3652442	3655671	+	3230	1.0	0.9981424148606811	0	1
HG02615_1	HG02615#1	CYP21A2	CYP21	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3678809	3682038	+	3230	1.0	0.9981424148606811	0	1
HG02615_1	HG02615#1	TNXA	TNX	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3655181	3659783	-	4604	1.0	0.9954387489139879	7	1
HG02615_1	HG02615#1	TNXA	TNX	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3681548	3686271	-	4604	1.0	0.9701524132091448	0	1
HG02615_1	HG02615#1	TNXB	TNX	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3681546	3749702	-	68186	1.0	0.9991640880493922	60	1
HG02615_1	HG02615#1	WHR1B	WHR1	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3660029	3660547	+	518	1.0	0.9980694980694981	60	1
HG02615_1	HG02615#1	WHR1B	WHR1	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3627294	3627812	+	518	1.0	0.9942084942084942	0	1
HG02615_2	HG02615#2	WHR1	WHR1	HG02615#2#JBHDTA010000044.1:28450215-33517590	3491682	3501944	+	10272	1.0	0.9980529595015576	60	1
HG02615_2	HG02615#2	CYP21A1P	CYP21	HG02615#2#JBHDTA010000044.1:28450215-33517590	3526134	3529408	+	3274	1.0	0.9969456322541234	60	1
HG02615_2	HG02615#2	CYP21A1P	CYP21	HG02615#2#JBHDTA010000044.1:28450215-33517590	3552501	3555776	+	3274	1.0	0.977459640572647	0	1
HG02615_2	HG02615#2	CYP21A2	CYP21	HG02615#2#JBHDTA010000044.1:28450215-33517590	3552546	3555776	+	3230	1.0	0.9987616099071207	60	1
HG02615_2	HG02615#2	CYP21A2	CYP21	HG02615#2#JBHDTA010000044.1:28450215-33517590	3526184	3529408	+	3230	0.9984520123839009	0.9786575935663471	0	1
HG02615_2	HG02615#2	TNXA	TNX	HG02615#2#JBHDTA010000044.1:28450215-33517590	3528918	3533522	-	4604	1.0	0.9960903562119896	35	1
HG02615_2	HG02615#2	TNXA	TNX	HG02615#2#JBHDTA010000044.1:28450215-33517590	3555286	3560010	-	4604	1.0	0.9697290431837426	0	1
HG02615_2	HG02615#2	TNXB	TNX	HG02615#2#JBHDTA010000044.1:28450215-33517590	3555284	3620123	-	68186	1.0	0.9498548429664819	60	0
HG02615_2	HG02615#2	WHR1B	WHR1	HG02615#2#JBHDTA010000044.1:28450215-33517590	3533768	3534286	+	518	1.0	0.9961389961389961	60	1
HG02615_2	HG02615#2	WHR1B	WHR1	HG02615#2#JBHDTA010000044.1:28450215-33517590	3501032	3501547	+	518	1.0	0.9884169884169884	0	1
HG02622_1	HG02622#1	WHR1	WHR1	HG02622#1#JAHAOO020000001.1:28509085-33851733	3620893	3631166	+	10272	1.0	0.9991240023359937	60	1
HG02622_1	HG02622#1	CYP21A1P	CYP21	HG02622#1#JAHAOO020000001.1:28509085-33851733	3655357	3658631	+	3274	1.0	0.998167379352474	0	1
HG02622_1	HG02622#1	CYP21A1P	CYP21	HG02622#1#JAHAOO020000001.1:28509085-33851733	3681725	3684999	+	3274	1.0	0.998167379352474	0	1
HG02622_1	HG02622#1	CYP21A1P	CYP21	HG02622#1#JAHAOO020000001.1:28509085-33851733	3708092	3711364	+	3274	1.0	0.9795918367346939	0	1
HG02622_1	HG02622#1	CYP21A2	CYP21	HG02622#1#JAHAOO020000001.1:28509085-33851733	3708137	3711364	+	3230	1.0	0.9944272445820433	60	1
HG02622_1	HG02622#1	CYP21A2	CYP21	HG02622#1#JAHAOO020000001.1:28509085-33851733	3655407	3658631	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG02622_1	HG02622#1	CYP21A2	CYP21	HG02622#1#JAHAOO020000001.1:28509085-33851733	3681775	3684999	+	3230	0.9984520123839009	0.9780389730900093	0	1
HG02622_1	HG02622#1	TNXA	TNX	HG02622#1#JAHAOO020000001.1:28509085-33851733	3684509	3689113	-	4604	1.0	0.9963075586446568	1	1
HG02622_1	HG02622#1	TNXA	TNX	HG02622#1#JAHAOO020000001.1:28509085-33851733	3658141	3662742	-	4604	1.0	0.9956559513466551	0	1
HG02622_1	HG02622#1	TNXA	TNX	HG02622#1#JAHAOO020000001.1:28509085-33851733	3710874	3715598	-	4604	1.0	0.9709991532599492	0	1
HG02622_1	HG02622#1	TNXB	TNX	HG02622#1#JAHAOO020000001.1:28509085-33851733	3710872	3779041	-	68186	1.0	0.9983580360938852	60	1
HG02622_1	HG02622#1	WHR1B	WHR1	HG02622#1#JAHAOO020000001.1:28509085-33851733	3689359	3689877	+	518	1.0	0.9980694980694981	0	1
HG02622_1	HG02622#1	WHR1B	WHR1	HG02622#1#JAHAOO020000001.1:28509085-33851733	3630251	3630769	+	518	1.0	0.9980694980694981	0	1
HG02622_1	HG02622#1	WHR1B	WHR1	HG02622#1#JAHAOO020000001.1:28509085-33851733	3662988	3663506	+	518	1.0	0.9980694980694981	0	1
HG02622_2	HG02622#2	WHR1	WHR1	HG02622#2#CM088099.1:28439700-33655942	3539774	3550036	+	10272	1.0	0.9979556074766355	60	1
HG02622_2	HG02622#2	CYP21A1P	CYP21	HG02622#2#CM088099.1:28439700-33655942	3574223	3577498	+	3274	1.0	0.976545842217484	60	1
HG02622_2	HG02622#2	CYP21A2	CYP21	HG02622#2#CM088099.1:28439700-33655942	3574268	3577498	+	3230	1.0	0.9975232198142415	60	1
HG02622_2	HG02622#2	TNXA	TNX	HG02622#2#CM088099.1:28439700-33655942	3577008	3581731	-	4604	1.0	0.9699407281964437	60	1
HG02622_2	HG02622#2	TNXB	TNX	HG02622#2#CM088099.1:28439700-33655942	3577006	3645188	-	68186	1.0	0.9989736973286808	60	1
HG02622_2	HG02622#2	WHR1B	WHR1	HG02622#2#CM088099.1:28439700-33655942	3549124	3549639	+	518	1.0	0.9884169884169884	60	1
HG02630_1	HG02630#1	WHR1	WHR1	HG02630#1#CM091809.1:28389334-33629412	3549306	3559577	+	10272	1.0	0.9997079439252337	60	1
HG02630_1	HG02630#1	CYP21A1P	CYP21	HG02630#1#CM091809.1:28389334-33629412	3583768	3587042	+	3274	1.0	0.9978619425778864	60	1
HG02630_1	HG02630#1	CYP21A1P	CYP21	HG02630#1#CM091809.1:28389334-33629412	3610135	3613410	+	3274	1.0	0.9808102345415778	0	1
HG02630_1	HG02630#1	CYP21A2	CYP21	HG02630#1#CM091809.1:28389334-33629412	3610180	3613410	+	3230	1.0	0.9956656346749226	60	1
HG02630_1	HG02630#1	CYP21A2	CYP21	HG02630#1#CM091809.1:28389334-33629412	3583818	3587042	+	3230	0.9984520123839009	0.9783482833281781	0	1
HG02630_1	HG02630#1	TNXA	TNX	HG02630#1#CM091809.1:28389334-33629412	3586552	3591156	-	4604	1.0	0.996524761077324	9	1
HG02630_1	HG02630#1	TNXA	TNX	HG02630#1#CM091809.1:28389334-33629412	3612920	3617644	-	4604	1.0	0.9709991532599492	0	1
HG02630_1	HG02630#1	TNXB	TNX	HG02630#1#CM091809.1:28389334-33629412	3612918	3681068	-	68186	1.0	0.9982991950500711	60	1
HG02630_1	HG02630#1	WHR1B	WHR1	HG02630#1#CM091809.1:28389334-33629412	3591402	3591920	+	518	1.0	0.9980694980694981	60	1
HG02630_1	HG02630#1	WHR1B	WHR1	HG02630#1#CM091809.1:28389334-33629412	3558662	3559180	+	518	1.0	0.9942084942084942	0	1
HG02630_2	HG02630#2	WHR1	WHR1	HG02630#2#CM091740.1:28323618-33574655	3561527	3571791	+	10272	1.0	0.9981504915798696	60	1
HG02630_2	HG02630#2	CYP21A1P	CYP21	HG02630#2#CM091740.1:28323618-33574655	3595980	3599254	+	3274	1.0	0.9966401954795358	60	1
HG02630_2	HG02630#2	CYP21A1P	CYP21	HG02630#2#CM091740.1:28323618-33574655	3622346	3625621	+	3274	1.0	0.977459640572647	0	1
HG02630_2	HG02630#2	CYP21A2	CYP21	HG02630#2#CM091740.1:28323618-33574655	3622391	3625621	+	3230	1.0	0.9975232198142415	60	1
HG02630_2	HG02630#2	CYP21A2	CYP21	HG02630#2#CM091740.1:28323618-33574655	3596030	3599254	+	3230	0.9984520123839009	0.9789669038045159	0	1
HG02630_2	HG02630#2	TNXA	TNX	HG02630#2#CM091740.1:28323618-33574655	3598764	3603368	-	4604	1.0	0.9960903562119896	45	1
HG02630_2	HG02630#2	TNXA	TNX	HG02630#2#CM091740.1:28323618-33574655	3625131	3629854	-	4604	1.0	0.9693056731583404	0	1
HG02630_2	HG02630#2	TNXB	TNX	HG02630#2#CM091740.1:28323618-33574655	3625129	3693318	-	68186	1.0	0.9989442660449567	60	1
HG02630_2	HG02630#2	WHR1B	WHR1	HG02630#2#CM091740.1:28323618-33574655	3603614	3604132	+	518	1.0	0.9961389961389961	60	1
HG02630_2	HG02630#2	WHR1B	WHR1	HG02630#2#CM091740.1:28323618-33574655	3570879	3571394	+	518	1.0	0.9884169884169884	0	1
HG02647_1	HG02647#1	WHR1	WHR1	HG02647#1#CM086559.1:28392022-33525944	3554544	3564812	+	10272	1.0	0.9987346700408799	60	1
HG02647_1	HG02647#1	CYP21A1P	CYP21	HG02647#1#CM086559.1:28392022-33525944	3589001	3592275	+	3274	1.0	0.9978619425778864	60	1
HG02647_1	HG02647#1	CYP21A1P	CYP21	HG02647#1#CM086559.1:28392022-33525944	3615368	3618642	+	3274	1.0	0.9771480804387569	0	1
HG02647_1	HG02647#1	CYP21A2	CYP21	HG02647#1#CM086559.1:28392022-33525944	3615413	3618642	+	3230	1.0	0.9978328173374613	60	1
HG02647_1	HG02647#1	CYP21A2	CYP21	HG02647#1#CM086559.1:28392022-33525944	3589051	3592275	+	3230	0.9984520123839009	0.9783482833281781	0	1
HG02647_1	HG02647#1	TNXA	TNX	HG02647#1#CM086559.1:28392022-33525944	3591785	3596389	-	4604	1.0	0.9973935708079931	44	1
HG02647_1	HG02647#1	TNXA	TNX	HG02647#1#CM086559.1:28392022-33525944	3618152	3622875	-	4604	1.0	0.970575783234547	0	1
HG02647_1	HG02647#1	TNXB	TNX	HG02647#1#CM086559.1:28392022-33525944	3618150	3686337	-	68186	1.0	0.999091002389784	60	1
HG02647_1	HG02647#1	WHR1B	WHR1	HG02647#1#CM086559.1:28392022-33525944	3596635	3597153	+	518	1.0	0.9980694980694981	60	1
HG02647_1	HG02647#1	WHR1B	WHR1	HG02647#1#CM086559.1:28392022-33525944	3563897	3564415	+	518	1.0	0.9942084942084942	0	1
HG02647_2	HG02647#2	WHR1	WHR1	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3502381	3512654	+	10272	1.0	0.9995132872578604	60	1
HG02647_2	HG02647#2	CYP21A1P	CYP21	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3536841	3540116	+	3274	1.0	0.977459640572647	60	1
HG02647_2	HG02647#2	CYP21A2	CYP21	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3536886	3540116	+	3230	1.0	0.9981424148606811	60	1
HG02647_2	HG02647#2	TNXA	TNX	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3539626	3544349	-	4604	1.0	0.9699407281964437	60	1
HG02647_2	HG02647#2	TNXB	TNX	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3539624	3607771	-	68186	1.0	0.9990907624396896	60	1
HG02647_2	HG02647#2	WHR1B	WHR1	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3511739	3512257	+	518	1.0	0.9961389961389961	60	1
HG02668_1	HG02668#1	WHR1	WHR1	HG02668#1#JBHIIC010000010.1:28453356-33594908	3549000	3559270	+	10272	1.0	0.9994158878504673	60	1
HG02668_1	HG02668#1	CYP21A1P	CYP21	HG02668#1#JBHIIC010000010.1:28453356-33594908	3583461	3586735	+	3274	1.0	0.9972510690287111	60	1
HG02668_1	HG02668#1	CYP21A1P	CYP21	HG02668#1#JBHIIC010000010.1:28453356-33594908	3609828	3613103	+	3274	1.0	0.978982637831252	0	1
HG02668_1	HG02668#1	CYP21A2	CYP21	HG02668#1#JBHIIC010000010.1:28453356-33594908	3609873	3613103	+	3230	1.0	0.9962848297213622	60	1
HG02668_1	HG02668#1	CYP21A2	CYP21	HG02668#1#JBHIIC010000010.1:28453356-33594908	3583511	3586735	+	3230	0.9984520123839009	0.9777296628518404	0	1
HG02668_1	HG02668#1	TNXA	TNX	HG02668#1#JBHIIC010000010.1:28453356-33594908	3586245	3590849	-	4604	1.0	0.996524761077324	1	1
HG02668_1	HG02668#1	TNXA	TNX	HG02668#1#JBHIIC010000010.1:28453356-33594908	3612613	3617337	-	4604	1.0	0.9714225232853514	0	1
HG02668_1	HG02668#1	TNXB	TNX	HG02668#1#JBHIIC010000010.1:28453356-33594908	3612611	3680765	-	68186	1.0	0.9982991950500711	60	1
HG02668_1	HG02668#1	WHR1B	WHR1	HG02668#1#JBHIIC010000010.1:28453356-33594908	3591095	3591613	+	518	1.0	0.9980694980694981	60	1
HG02668_1	HG02668#1	WHR1B	WHR1	HG02668#1#JBHIIC010000010.1:28453356-33594908	3558355	3558873	+	518	1.0	0.9922779922779923	0	1
HG02668_2	HG02668#2	WHR1	WHR1	HG02668#2#JBHIID010000047.1:28501762-33634486	3554851	3565113	+	10272	1.0	0.9980529595015576	60	1
HG02668_2	HG02668#2	CYP21A1P	CYP21	HG02668#2#JBHIID010000047.1:28501762-33634486	3589303	3592577	+	3274	1.0	0.9969456322541234	60	1
HG02668_2	HG02668#2	CYP21A1P	CYP21	HG02668#2#JBHIID010000047.1:28501762-33634486	3615671	3618946	+	3274	1.0	0.976850441669205	0	1
HG02668_2	HG02668#2	CYP21A2	CYP21	HG02668#2#JBHIID010000047.1:28501762-33634486	3615716	3618946	+	3230	1.0	0.9978328173374613	60	1
HG02668_2	HG02668#2	CYP21A2	CYP21	HG02668#2#JBHIID010000047.1:28501762-33634486	3589353	3592577	+	3230	0.9984520123839009	0.9786575935663471	0	1
HG02668_2	HG02668#2	TNXA	TNX	HG02668#2#JBHIID010000047.1:28501762-33634486	3592087	3596691	-	4604	1.0	0.9963075586446568	28	1
HG02668_2	HG02668#2	TNXA	TNX	HG02668#2#JBHIID010000047.1:28501762-33634486	3618456	3623179	-	4604	1.0	0.9701524132091448	0	1
HG02668_2	HG02668#2	TNXB	TNX	HG02668#2#JBHIID010000047.1:28501762-33634486	3618454	3686653	-	68186	1.0	0.9989738327347357	60	1
HG02668_2	HG02668#2	WHR1B	WHR1	HG02668#2#JBHIID010000047.1:28501762-33634486	3596937	3597455	+	518	1.0	0.9961389961389961	60	1
HG02668_2	HG02668#2	WHR1B	WHR1	HG02668#2#JBHIID010000047.1:28501762-33634486	3564201	3564716	+	518	1.0	0.9884169884169884	0	1
HG02698_1	HG02698#1	WHR1	WHR1	HG02698#1#CM086825.1:28387663-33565022	3548744	3559007	+	10272	1.0	0.9981503115264797	60	1
HG02698_1	HG02698#1	CYP21A1P	CYP21	HG02698#1#CM086825.1:28387663-33565022	3609568	3612842	+	3274	1.0	0.9969456322541234	6	1
HG02698_1	HG02698#1	CYP21A1P	CYP21	HG02698#1#CM086825.1:28387663-33565022	3583197	3586471	+	3274	1.0	0.9966401954795358	0	1
HG02698_1	HG02698#1	CYP21A1P	CYP21	HG02698#1#CM086825.1:28387663-33565022	3635934	3639209	+	3274	1.0	0.9783734389278099	0	1
HG02698_1	HG02698#1	CYP21A2	CYP21	HG02698#1#CM086825.1:28387663-33565022	3635979	3639209	+	3230	1.0	0.9978328173374613	60	1
HG02698_1	HG02698#1	CYP21A2	CYP21	HG02698#1#CM086825.1:28387663-33565022	3583247	3586471	+	3230	0.9984520123839009	0.9789669038045159	0	1
HG02698_1	HG02698#1	CYP21A2	CYP21	HG02698#1#CM086825.1:28387663-33565022	3609618	3612842	+	3230	0.9984520123839009	0.9786575935663471	0	1
HG02698_1	HG02698#1	TNXA	TNX	HG02698#1#CM086825.1:28387663-33565022	3612352	3616956	-	4604	1.0	0.9967419635099913	5	1
HG02698_1	HG02698#1	TNXA	TNX	HG02698#1#CM086825.1:28387663-33565022	3585981	3590585	-	4604	1.0	0.996524761077324	0	1
HG02698_1	HG02698#1	TNXA	TNX	HG02698#1#CM086825.1:28387663-33565022	3638719	3643442	-	4604	1.0	0.9693056731583404	0	1
HG02698_1	HG02698#1	TNXB	TNX	HG02698#1#CM086825.1:28387663-33565022	3638717	3706989	-	68186	1.0	0.9977153234428319	60	1
HG02698_1	HG02698#1	WHR1B	WHR1	HG02698#1#CM086825.1:28387663-33565022	3590831	3591349	+	518	1.0	0.9961389961389961	0	1
HG02698_1	HG02698#1	WHR1B	WHR1	HG02698#1#CM086825.1:28387663-33565022	3617202	3617720	+	518	1.0	0.9961389961389961	0	1
HG02698_1	HG02698#1	WHR1B	WHR1	HG02698#1#CM086825.1:28387663-33565022	3558095	3558610	+	518	1.0	0.9884169884169884	0	1
HG02698_2	HG02698#2	WHR1	WHR1	HG02698#2#CM086846.1:28436213-33571880	3552497	3562760	+	10272	1.0	0.9980531490314416	60	1
HG02698_2	HG02698#2	CYP21A1P	CYP21	HG02698#2#CM086846.1:28436213-33571880	3586947	3590222	+	3274	1.0	0.978982637831252	52	1
HG02698_2	HG02698#2	CYP21A1P	CYP21	HG02698#2#CM086846.1:28436213-33571880	3619683	3622958	+	3274	1.0	0.977459640572647	0	1
