hap_id	contig	start0	end0	span_bp	N_bases	other_ambiguous_bases	contig_edge_distance	span_sha256
HG02004#2	HG02004#2#JBHDRU010000054.1:28359862-33635123	3548027	3718907	170880	0	0	1556355	86ac06d9b4a5dae32c2519020470e0b91eb0402cbdf0570e42bd923c665ae2c6
HG02015#1	HG02015#1#CM085893.1:28402846-33586394	3554005	3712167	158162	0	0	1471382	31da7d834fce5024e4e61468117e0048c6d28e5566e7e80638755173bcc39ab5
HG02015#2	HG02015#2#CM085899.1:28383446-33717143	3623873	3762036	138163	0	0	1571662	add5977914804ea4d1547c6135c2000d7322e9c77f9052765b0fd7159ca5a4e0
HG02027#1	HG02027#1#JBHDTX010000002.1:1623368-6786940	3557755	3722288	164533	0	0	1441285	2c2ed11ed48763d4e1e9ca274f35b93ffd74ff03c1d3781da578ed86351481cf
HG02027#2	HG02027#2#JBHDTY010000008.1:1623003-6755193	3554543	3686311	131768	0	0	1445880	a29274964095d9c6444464e9950ca79126f7aab483bd40f1ce84f99a68fa5411
HG02040#1	HG02040#1#CM087376.1:28407779-33615862	3618871	3750653	131782	0	0	1457431	717a700ed3c310a5a3247192d56fb560e58ea6ba0fde0eb6e15d572096da1c8b
HG02040#2	HG02040#2#CM087404.1:28421077-33661960	3553297	3685097	131800	0	0	1555787	825b2b083b056ce32ea1bbcee229f2fbc27f0cf36651ce5ea7ce100164ff06ce
HG02055#1	HG02055#1#JAHEPK020000065.1:28422841-33550861	3618701	3750494	131793	0	0	1377527	9972c0cd3ad9f26d1b83bc582cd7e5a42a684b1b0ba95cce05c144454347f8c2
HG02055#2	HG02055#2#JAHEPJ020000062.1:28297948-33346879	3504905	3610303	105398	0	0	1438629	cf82b0752e665a6b9e271d2801a40894960832c3d6fcd1b34b9f121e3700eb81
HG02056#1	HG02056#1#JBHDVC010000047.1:28415946-33618338	3621047	3759206	138159	0	0	1443187	6e38ddfabc434b537485865f6d75ffd0cf6a007e45ed337b4c4575a15bd0e23a
HG02056#2	HG02056#2#JBHDVD010000050.1:28353386-33462193	3527996	3666166	138170	0	0	1442642	472504ae584dfae4b8c389bf5a354eca62810370c18e5f596a79988eb751a466
HG02071#1	HG02071#1#CM088260.1:28423541-33557862	3553479	3691628	138149	0	0	1442694	087b1c787dcba3c5d3b5f846828cc99d9b8122d7743ddf157453f4c2101b15f0
HG02071#2	HG02071#2#CM088283.1:28360932-33442152	3507010	3638795	131785	0	0	1442426	cdb6c14258179cd632400e034a502c582be04b144928586501f8818875e62c70
HG02074#1	HG02074#1#JBHIGK010000076.1:28344776-33475569	3552159	3683956	131797	0	0	1446838	99e3e93439f91acfdc41d04d20821a5faa7ceaa6d5e8a16dd226181ea778dd3d
HG02074#2	HG02074#2#JBHIGL010000008.1:28378730-33632643	3559932	3698111	138179	0	0	1555803	5c96a5da38e8382a78a0784feda0613389b7ef9e5ba2bfbdfd88086b9eb77000
HG02080#1	HG02080#1#CM092061.1:28425542-33593192	3623313	3728710	105397	0	0	1438941	28142eb6fd22c5a270f66ce669f131aec05016479ec1f869b620fe4ee20be580
HG02080#2	HG02080#2#CM092047.1:28460929-33706794	3550711	3682467	131756	0	0	1563399	640d55bfa7b21fa102a2d06fceac744bd0843fdeacdc81134b47447231b3aadc
HG02083#1	HG02083#1#JBHDTV010000048.1:28371858-33537852	3553644	3724516	170872	0	0	1441479	18a7f2315844e9db12a5291a42e6e99f1f2efb4ccc1fd0efff843f0cef369505
HG02083#2	HG02083#2#CM086965.1:28472527-33711689	3550723	3682516	131793	0	0	1556647	83a26791985e29f36fcf3dc2b8546b4ce9243f7690b19a9fece40a089c4d5e40
HG02109#1	HG02109#1#CM092161.1:28294553-33395631	3502660	3634458	131798	0	0	1466621	7572b560bece08a566b29b4ffb5a68b4ef9f9792158b4d60f26f7a7c8e368b18
HG02109#2	HG02109#2#CM092147.1:28420239-33580817	3633455	3765243	131788	0	0	1395336	7b55495f9b0c5c6f4b470ac33f96b22c801357f705b5ba9cf19335afe2a7b8c5
HG02129#1	HG02129#1#CM085849.1:28352001-33545967	3616314	3748111	131797	0	0	1445856	bb2f5dd5bed0930b84036c2b4c1b867e6c5e681a5c1c003201e091b16b90d883
HG02129#2	HG02129#2#CM085860.1:28366606-33493917	3502531	3640690	138159	0	0	1486622	bca6bce17231194a6f21bd2fa966347f5ff3763a2a77df30a5f515d0aaa4ff8e
HG02132#1	HG02132#1#CM086897.1:28372349-33619790	3552192	3690372	138180	0	0	1557070	ff2cfea7a6e0c3b5ff7fb51f42f3b2cd7ec2d991f7593c81b49d52754128918d
HG02132#2	HG02132#2#CM086908.1:28367828-33688656	3618842	3750607	131765	0	0	1570222	4baad4d9188a2aeee8a0d68b12ca783919e6479edd3d8a3f7ce912431d7b8f74
HG02135#1	HG02135#1#CM088309.1:28410959-33520604	3508002	3639795	131793	0	0	1469851	fd0903979b5c76b10d0c09e4d9ca323c85681a664ca6a6166a71eba6a87a2475
HG02135#2	HG02135#2#CM088319.1:28377765-33615244	3549795	3681589	131794	0	0	1555891	06f31bbd2824be9ea5e115cd59364ea38f3edc7625bf1f9d4c93fc0412e9577a
HG02145#1	HG02145#1#CM099672.1:28303733-33469758	3561076	3699238	138162	0	0	1466788	a206607261e46f9dd39fad6279a3b1d2e4ea1e7ac482df4ff2b504285480df03
HG02145#2	HG02145#2#CM099657.1:28376784-33593129	3617812	3749617	131805	0	0	1466729	9a6e66ef34f4086c3dfc6a466ea85e8ac3d8efe277c1671f08e4ce738296ba30
HG02148#1	HG02148#1#JAHAMG020000062.1:28379085-33505835	3553695	3679127	125432	0	0	1447624	42e90c9a9ef8e0ca5b323e3f0cfe5d6da0126dc5d8c38ca10c8f186c3a1e331b
HG02148#2	HG02148#2#JAHAMF020000005.1:28427628-33536175	3560969	3666364	105395	0	0	1442184	2b401c5019071aed56143b5bbaea9f0895ab69373e1381acfbdca02db14cd5ce
HG02155#1	HG02155#1#JBIECB010000043.1:28423029-33561929	3564159	3669557	105398	0	0	1469344	7fd09070525b905d8ad75f2ee4a34850934ed8a587d41791850060823793bd66
HG02155#2	HG02155#2#CM091924.1:28362729-33591130	3619300	3757447	138147	0	0	1470955	77cc18ba7cbae3643d0ac2cd60502dc856f9bd251e1fda0ab8fc603cdfddb0b5
HG02165#1	HG02165#1#CM087444.1:28424290-33561901	3547454	3685606	138152	0	0	1452006	2ae443e09147411faf49e28fa81599fb3fb304a2feb47b8495c4fd4b6953d5c8
HG02165#2	HG02165#2#JBHDWX010000045.1:28431174-33561779	3551997	3683794	131797	0	0	1446812	998aa8011e56f2ae3433753b90060a7bd0d19327a20761b06bb1769325e33b8d
HG02178#1	HG02178#1#CM089925.1:28399752-33646110	3558779	3690580	131801	0	0	1555779	330750e87ac8f35f27cb45362e511668eaafe06c679f50c9acff5f1c1ecdf1e0
HG02178#2	HG02178#2#CM089938.1:28370915-33566694	3561523	3726151	164628	0	0	1469629	ed0645dc31ee3b5e3bf2a7eafc825263df7534fd3598da870baac8729cdfa753
HG02257#1	HG02257#1#CM089221.1:28424772-33551966	3549988	3688130	138142	0	0	1439065	36e5600f0684d580464c37cf4ce0d093dc517def16706dfd489ebef134a46171
HG02257#2	HG02257#2#CM089260.1:28471160-33602067	3547536	3679327	131791	0	0	1451581	82cb2eb02f994a6a4756a1bb62d4f3af25932e27a0ddbe8319726a1c7b6d0e31
HG02258#1	HG02258#1#CM085826.1:28431405-33595237	3558988	3690780	131792	0	0	1473053	f748c6d5b55ab3615a78d0dd10fa4de12eb29f611c141336421748d7578a3045
HG02258#2	HG02258#2#CM085837.1:28401788-33525465	3554562	3653634	99072	0	0	1470044	63762bd0484781fd841fcf1aa24f5691c689b3df34ea32f1cfd737803b4aa47b
HG02273#1	HG02273#1#JBHDVQ010000050.1:28386453-33633535	3554274	3692421	138147	0	0	1554662	3579a6ebdc1bac99b50a420229c915a286ea98a552dc50d9563c31d596efccfa
HG02273#2	HG02273#2#CM087034.1:28375859-33514787	3554793	3692940	138147	0	0	1445989	184c4b5bdeee34b6c5046e67fc5be080f711d17543bcc3230be48576d48b5c5c
HG02280#1	HG02280#1#JBHDRR010000050.1:28462941-33680751	3622784	3754549	131765	0	0	1463262	e776c12a72f93984a7014b5014eaa5c31d37e3c113f6954bf68ffc22bcf7a230
HG02280#2	HG02280#2#JBHDRS010000063.1:28438025-33473174	3454159	3522495	68336	0	0	1512655	66a1f6c9c7b44eb1093837626f8208290fb99250c96ad30358179d7adff15198
HG02293#1	HG02293#1#CM086249.1:28376541-33683950	3613017	3751184	138167	0	0	1556226	c10f703b5e1f714394b4575dcf9842a87c9bbc3ae9d36f0fec958126ac0cbe93
HG02293#2	HG02293#2#CM086237.1:28436443-33671517	3549472	3681285	131813	0	0	1553790	9ddd29d4ede66edbd069dfbbd5ab72b29f37d12ca83ab51a58c0c1f7831c988b
HG02300#1	HG02300#1#JBHDSD010000065.1:28384265-33632330	3555524	3693675	138151	0	0	1554391	e0a2fccf56a41303c1e30594e7c5440331734e22a777bb2c14b53cebfe405005
HG02300#2	HG02300#2#JBHDSE010000015.1:28383936-33525808	3454211	3586021	131810	0	0	1555852	b1b633c777444437d9c44359e790af8cf3e1748ec1ac56431bf40fb768fdd9e7
HG02391#1	HG02391#1#CM087584.1:28379784-33548956	3566574	3698374	131800	0	0	1470799	aba367dae11e4df228f5a796b32a8592d93a81cb8290dfbace05eb12f8a53da3
HG02391#2	HG02391#2#CM087613.1:28373481-33549853	3565299	3703460	138161	0	0	1472913	712880168d8276cf125c07e6651e11b200068974477ff6646a48a2443cb2e7b0
HG02392#1	HG02392#1#CM099882.1:28340512-33566823	3565755	3756719	190964	0	0	1469593	11c4cc29b295f0269cc1f80ead91f890c289baa83111635a5aed2d6168193430
HG02392#2	HG02392#2#CM099892.1:28378060-33485526	3505248	3637044	131796	0	0	1470423	4f9e9f62e94fbf85daa82bcc675cc3a8925d1bd5d295f9f4d6b612010419304f
HG02451#1	HG02451#1#CM086202.1:28416438-33496141	3502857	3634649	131792	0	0	1445055	bc2c35c5a837c1ce3e60319a0db4779a7322487ecf1b81ce764a671c47f6e66b
HG02451#2	HG02451#2#CM086226.1:28455260-33610103	3551764	3683556	131792	0	0	1471288	beaa1cb9d847be13b956cfcd05303f4c5b2f3190f708f97feecda7222cd7c184
HG02486#1	HG02486#1#CM088195.1:28400032-33557891	3554955	3686708	131753	0	0	1471152	6a32a0703a340d043bf8f35a0906966b11c9b7de346316444acb79c35fb17c07
HG02486#2	HG02486#2#CM088219.1:28305765-33500079	3619686	3751488	131802	0	0	1442827	95d8f062e6cfd94c4f1d6e1c83305258f50f97c251d2400b23589ae23d3a3332
HG02514#1	HG02514#1#CM098732.1:28373958-33711051	3614328	3772476	158148	0	0	1564618	4390be3e29fcb2651fe7af5bf5bfac161cb888ac36571564f47a172cccf2c304
HG02514#2	HG02514#2#CM098748.1:28370171-33533737	3557826	3722360	164534	0	0	1441207	feb2f477c5ed2eda468a415974c6caf607c87c3d591ad95e2c2a4aad404e87fb
HG02523#1	HG02523#1#CM086922.1:28564085-33712113	3558884	3690670	131786	0	0	1457359	5b250f266230a3126783fe72b15824b554eb90395dda97d46fdfd8ed8011bcc4
HG02523#2	HG02523#2#CM086938.1:28380315-33619374	3551480	3683285	131805	0	0	1555775	e19c3a6b1f5b0d9523bf47d4ee7d62abe23d8151a406f3805deedf52e0888d23
HG02559#1	HG02559#1#CM088234.1:28438650-33681676	3551296	3689455	138159	0	0	1553572	aad364929102234c7dec497b6ad184521dcc7aeff49d2724306dc5c8f9103837
HG02559#2	HG02559#2#CM088248.1:28392101-33544670	3550275	3688446	138171	0	0	1464124	8762533b5ce0740a7a7bbb3674f0d5461bd4679134859fc525cf7f6f33f019b4
HG02572#1	HG02572#1#CM088155.1:28443542-33635020	3618768	3750536	131768	0	0	1440943	628c6b3c93c9ab2828913f359445dce1eb635e10e43362f71c568486e54c7e99
HG02572#2	HG02572#2#CM088173.1:28510650-33610925	3549120	3654543	105423	0	0	1445733	fa0af0e881b1638bc128bb7482523cb4c098858691ee60e898bcfa0163632971
HG02583#1	HG02583#1#CM089490.1:28310454-33519991	3619008	3750801	131793	0	0	1458737	f970f7604225cb1f2b5ae6cd56d108484ac0e961323f03b2064959a05444525e
HG02583#2	HG02583#2#JBHIIV010000002.1:28450971-33556797	3549989	3655417	105428	0	0	1450410	8d00d5e889d1b2fea91443d1878697ec3f2a7cb4986a348baea63e127da0c2de
HG02602#1	HG02602#1#CM099687.1:28473876-33718939	3549814	3681574	131760	0	0	1563490	dbe3344d466e144df514dc20d106dc4e8644bdca0ac9d3c9b1e46b7257fde4b6
HG02602#2	HG02602#2#CM099701.1:28378684-33507166	3544296	3682461	138165	0	0	1446022	9efb75682271540456fc7baf9188c1d1de58b14ea9804e6edd178dbefb0e2142
HG02615#1	HG02615#1#JBHDSZ010000007.1:28292880-33505607	3617938	3749702	131764	0	0	1463026	92fe535a95c3af64e2ed0a22650fdca22986b649a49bc8ab0b7b5f6108891d39
HG02615#2	HG02615#2#JBHDTA010000044.1:28450215-33517590	3491682	3560010	68328	0	0	1507366	e39d4cfccfcb60099af959d7ca38c626e4fd192225c803717ca77cd54acb38e4
HG02622#1	HG02622#1#JAHAOO020000001.1:28509085-33851733	3620893	3779041	158148	0	0	1563608	7c49ca58a417b647df8e9868f623a2f4539320200e6649d84e7c3efd2a0b9c29
HG02622#2	HG02622#2#CM088099.1:28439700-33655942	3539774	3645188	105414	0	0	1571055	f212232f46eec0f15514d212b8d751fb187f4325f24d78b437bca7def837cdbb
HG02630#1	HG02630#1#CM091809.1:28389334-33629412	3549306	3681068	131762	0	0	1559011	2850f379fb8ab43ee188dcbf34eee580a45d235926dc22814c8908d64772686d
HG02630#2	HG02630#2#CM091740.1:28323618-33574655	3561527	3693318	131791	0	0	1557720	79f0f0f7e40a432d1babba0bad4f796c0f2e01bdc917f71615dbd83720556219
HG02647#1	HG02647#1#CM086559.1:28392022-33525944	3554544	3686337	131793	0	0	1447586	050ee1c337181f25164fb8896970853af060477bc25ee80127d6d47dfa4f6b0d
HG02647#2	HG02647#2#JBHDSQ010000039.1:28453965-33628541	3502381	3607771	105390	0	0	1566806	b560d5440d3bd19f628de70d5d9a4be8b2bcedbee0c563dbb696b1459cba51d8
HG02668#1	HG02668#1#JBHIIC010000010.1:28453356-33594908	3549000	3680765	131765	0	0	1460788	0d692022c36083182a73115ca76c09aeeba9aa2291c9c2c54c17e07a0cf4b63d
HG02668#2	HG02668#2#JBHIID010000047.1:28501762-33634486	3554851	3686653	131802	0	0	1446072	129948c6fb75f61e6b17896c5b427bd35c4fa3070bd16906518b8185a658213c
HG02698#1	HG02698#1#CM086825.1:28387663-33565022	3548744	3706989	158245	0	0	1470371	de46f07fd523129aabca134260fbf3ce6f5b3fef6e42e017d1516ae3511515a0
HG02698#2	HG02698#2#CM086846.1:28436213-33571880	3552497	3690651	138154	0	0	1445017	0218eeb90d8fd863dd06814a64fb5f55711bf36271f58f74a6c8e69543eb28b6
HG02717#1	HG02717#1#JAHAOS020000006.1:28453373-33608309	3557008	3688787	131779	0	0	1466150	7e8d2b901f80f6b39a60b7a4029689d7291720ebc3e07473a8aa24aeb4c64fa8
HG02717#2	HG02717#2#JAHAOR020000010.1:28390930-33657668	3551744	3709902	158158	0	0	1556837	f0b44044ad2a8126f9603f61d60e65d205a803f3235f150be879d0c45b5dd994
HG02723#1	HG02723#1#CM092031.1:28492941-33618283	3552326	3684123	131797	0	0	1441220	6672e2b95298820e826e8918b9762d7daf1ff22e48af1c6e6e39d2eeac6b03e3
HG02723#2	HG02723#2#JAHEOT020000028.1:24121290-29433497	3617809	3749593	131784	0	0	1562615	db2a85c79bd42e50542c0580291b00c53a3191ffa2942780e1e06123b62f0514
HG02735#1	HG02735#1#JBHIII010000062.1:28453541-33709307	3558223	3690008	131785	0	0	1565759	db3439554bf979432de828518917acd7dd0a857e259749cc1f5aa0693f266429
HG02735#2	HG02735#2#JBHIIJ010000060.1:28392355-33560534	3623287	3728685	105398	0	0	1439495	b7af82d500502b74e43df13b1fbbbb7916e252587350642e43d5f70095c3b3dc
HG02738#1	HG02738#1#JBJXQJ010000012.1:28448720-33571060	3550050	3681947	131897	0	0	1440394	2e32e2ec03f991c1621962a985158a6ae68fa2b6b5134c1ff9bc6d89e8e8e3a1
HG02738#2	HG02738#2#JBJXQK010000005.1:28378589-33465078	3488678	3646836	158158	0	0	1439654	c0c8d82be4f8e14ca2325c6d19d8e2ef579b6ed41104dabb144d7c492624f74e
HG02809#1	HG02809#1#CM088345.1:28415797-33540379	3551557	3683349	131792	0	0	1441234	f1acdded37d1d90183afaea1dd7f38e7cf160b85205bd480efb4aa896dd01889
HG02809#2	HG02809#2#CM088363.1:28447535-33684835	3552664	3684449	131785	0	0	1552852	ea8c003fdfc7d8f6c19cb4a3e7ed177e5d1d1bf2751709e2452da5859ade4ce0
HG02818#1	HG02818#1#JAHEOS020000050.1:28390726-33610396	3621281	3753086	131805	0	0	1466585	7456914b11a38885b079cd3ae5594f2898c14fc9a0b2c83586cf5091be3ebe42
HG02818#2	HG02818#2#JAHEOR020000002.1:28395424-33521433	3552226	3684018	131792	0	0	1441992	1819fe67f3f5161bffbddc5bc7c65ee2697c930d6beb6c21995c4507f80dbe73
HG02841#1	HG02841#1#JBJKOG010000054.1:28472700-33602015	3550668	3682459	131791	0	0	1446857	04969125eedd539a7dfea85d19946bca84c8a5b9a88c4c3e09e30019f41facc7
HG02841#2	HG02841#2#JBJKOH010000051.1:28480911-33779808	3612858	3744650	131792	0	0	1554248	5b8f73285d37ac2dde5435a67562eca51a6ff752d945f446671049eba847af67
HG02886#1	HG02886#1#CM088086.1:28449049-33579727	3553941	3685730	131789	0	0	1444949	0fa8dba0b5d243a36e2f331b0b42e98aac053373cca1080feb53cf90abc4bd8e
HG02886#2	HG02886#2#CM088127.1:28408235-33704386	3629229	3734662	105433	0	0	1561490	42a4252d623b85a2bf0cd78100b6211d5c5751395a1194ac851927e4c4b37059
HG02922#1	HG02922#1#JBHDVO010000050.1:28463778-33607859	3550836	3682632	131796	0	0	1461450	d15ec8dc28f59eddd759b31c9e7e90adac6d728029eab9128d52b76721604309
HG02922#2	HG02922#2#JBHDVP010000048.1:28393533-33529937	3622293	3754080	131787	0	0	1382325	123bec71cf1924188706c982828e66ebec9924e30b307a4ed0c8dbb5bf7ea933
HG02965#1	HG02965#1#CM087346.1:28413853-33616010	3622748	3754552	131804	0	0	1447606	a9e8e3d56fc9149f927d013b9badf41a500513e33e30bcee963c1e457f2a3bbf
HG02965#2	HG02965#2#CM087389.1:28497212-33562374	3550994	3682781	131787	0	0	1382382	5e07a3b2aa3b45cecb2f39ba8ee253edb6c5feea89c24be25bf5423ba22a1eb6
HG02976#1	HG02976#1#JBHDVW010000052.1:28458918-33596444	3562767	3668184	105417	0	0	1469343	ca3128eaf7521062b4b50d9dc07af1ab239cb2cb893ff32a4ba76bb66d0e2153
HG02976#2	HG02976#2#JBHDVX010000061.1:28449910-33601091	3556301	3688068	131767	0	0	1463114	4d9463fecac7a888b3065f8199eeca2231858be0513269bcdccac421b2debd7d
HG02984#1	HG02984#1#CM098791.1:28424082-33554288	3555631	3681055	125424	0	0	1449152	d6df927ba6fd700ced8efbb68cb7d598bc9dd5abc3c59ff240697ecde22173e4
HG02984#2	HG02984#2#CM098805.1:28288416-33435352	3556068	3687859	131791	0	0	1459078	cbac369f8627285917e8424c65bff670b471682d6b682a0f268629cb5c45c708
HG03017#1	HG03017#1#CM088912.1:28366322-33354914	3501564	3606982	105418	0	0	1381611	f3c652dc70c329c42c772dad2a2e25703a67c9e94ca88ff0c5d4b0a32fb1786d
HG03017#2	HG03017#2#CM088928.1:28386890-33518406	3562682	3661721	99039	0	0	1469796	3955542fe294710d372bdb8a7028c4877327de7c6461ccb1c3fedcd99c1ce026
HG03041#1	HG03041#1#JBHIHQ010000010.1:28523162-33664914	3627591	3759378	131787	0	0	1382375	a4b62349981ea3dda2986070ff75a69aa1f690cbfed16aa4db5b3f8b07a678bf
HG03041#2	HG03041#2#JBHIHR010000035.1:28469379-33626082	3556436	3688224	131788	0	0	1468480	f452c6dcc440f7cc2857dbf289965ba813eeeb3fe6bf3680fad7d98f01ac9be0
HG03050#1	HG03050#1#CM098763.1:28357910-33541888	3494271	3626071	131800	0	0	1557908	74b2abb9657848465c995ccb8fb40c673b42a321a063ba169812e8b66c71a562
HG03050#2	HG03050#2#CM098777.1:28436251-33634749	3619316	3751126	131810	0	0	1447373	f907024ea02935fc8aaa47e81004c03e44d6faa495e79bdf047d23747469ca81
HG03098#1	HG03098#1#CM092231.1:28431361-33758681	3619304	3751098	131794	0	0	1576223	d073bf0950f81dbab793feb61b7d928aac1dc418ebbd0d40bc22fade371f5122
HG03098#2	HG03098#2#CM092219.1:28417176-33625650	3549274	3654706	105432	0	0	1553769	89e2f1fcd1deaa57a9a7ee23cdeeba609a6690fe486495d4d51e0174b1bb4817
HG03130#1	HG03130#1#JBHDWI010000052.1:28368259-33497302	3550909	3619245	68336	0	0	1509799	66a1f6c9c7b44eb1093837626f8208290fb99250c96ad30358179d7adff15198
HG03130#2	HG03130#2#JBHDWJ010000015.1:28300492-33501344	3620830	3752615	131785	0	0	1448238	bc02e8cb7f201fc502b9be3ec9bb441843e2af25e40a3daa8ae06aa1b031822f
HG03139#1	HG03139#1#JBIEBX010000038.1:1708286-6750584	3552029	3657447	105418	0	0	1384852	7e6cc45fa557b20a1a6f592c841d6af9eb151ddd3d6a2c7f1af435a4640d4a4b
HG03139#2	HG03139#2#JBIEBY010000006.1:1675799-6810645	3549157	3680945	131788	0	0	1453902	d3713074e5b1fdd5f1bc20a7edc207054f125d2116ebc564055ec4023bc7959b
HG03195#1	HG03195#1#JBHDVU010000053.1:28475373-33604548	3550992	3619328	68336	0	0	1509848	66a1f6c9c7b44eb1093837626f8208290fb99250c96ad30358179d7adff15198
HG03195#2	HG03195#2#JBHDVV010000014.1:28451324-33606358	3554562	3686352	131790	0	0	1468683	51e9be56dba89b65e5171c46a1b0fbc7dd5305a711fa2437b4401f9b1954bbed
HG03209#1	HG03209#1#CM087213.1:28462168-33702122	3554539	3686322	131783	0	0	1553633	2d832da00355566129a6c7995ba4b85c77164517b655ef041ab100220e350fd1
HG03209#2	HG03209#2#CM087231.1:28521401-33595827	3544214	3675991	131777	0	0	1398436	aab4912a3b0ace53a8db61f9c7f6cc1251ea306329bb50fe225f6b2c720c669c
HG03225#1	HG03225#1#CM089301.1:28387857-33521155	3557074	3688827	131753	0	0	1444472	aee89ba54ab8d0a61e55105d48420dde9b9666068cf9df9c76cb94f202cd0aca
HG03225#2	HG03225#2#CM089317.1:28460302-33665041	3622013	3753805	131792	0	0	1450935	dfafa043c3c5835ae743400e64f3211ec2f6ee304ef28588bb38cf8939805ac0
HG03239#1	HG03239#1#CM088748.1:28379983-33543593	3504559	3609982	105423	0	0	1553629	4f960f9f31ee5e7e86719c350bd0a31256156423c57a9c042f1a2bdd7c543941
HG03239#2	HG03239#2#CM088761.1:28289569-33563315	3551665	3709813	158148	0	0	1563934	e0497a91ef0a6298f013b30d32a7618202334fcd926b229cde96a2f18f47bdd3
HG03270#1	HG03270#1#CM089901.1:28457303-33619918	3560662	3692440	131778	0	0	1470176	f17580a61f8a257e946c5af124fe9730e8a952661a2f5c5a0a926a677c3d4ff7
HG03270#2	HG03270#2#CM089913.1:28461664-33600109	3561752	3693544	131792	0	0	1444902	bc2c35c5a837c1ce3e60319a0db4779a7322487ecf1b81ce764a671c47f6e66b
HG03369#1	HG03369#1#CM094384.1:28448143-33595830	3567255	3699052	131797	0	0	1448636	a978bc8999252f88c301509a2818958635b423147cca2003c65721d5a892bb05
HG03369#2	HG03369#2#CM094359.1:28412805-33626591	3617450	3749211	131761	0	0	1464576	a23715d8cd101f603009fcd5f8ced3aed15c226fd0e6e860c0e615a47b0d9b9f
HG03453#1	HG03453#1#JAGYVW020000075.1:28403120-33611389	3519258	3651062	131804	0	0	1557208	242cb16a5efcbbb08e7102ec1e234903e6cd941dc8c28de347e249a07ce6b754
HG03453#2	HG03453#2#JAGYVV020000081.1:28470880-33567163	3548865	3654259	105394	0	0	1442025	718e9e3ef5bce748c694024869f41586f83de7771a621bda98cb48fbca1017c4
HG03470#1	HG03470#1#CM091822.1:28475508-33736647	3547053	3678841	131788	0	0	1582299	0f934d96e2b601e2740c3db600b96f2245042db4465b6ffe3f0627bd8267baa9
HG03470#2	HG03470#2#CM091870.1:28404010-33497478	3494227	3626027	131800	0	0	1467442	111457fb180d5f69c8f9e3bbc17190e2aaae2863365f98792e6d887b33ae83d8
HG03471#1	HG03471#1#CM087523.1:28468339-33683868	3519466	3651266	131800	0	0	1564264	8478a16990cf3aee241819010e0eb5e49999592960c3818dd087818a99b82a64
HG03471#2	HG03471#2#CM087546.1:28512656-33707046	3619769	3751572	131803	0	0	1442819	861bbbbeb0df4b9c601d8639466c0f284afc6c21d6193b309bdb91e585e9a302
HG03486#1	HG03486#1#CM091974.1:28459101-33585338	3551601	3683401	131800	0	0	1442837	a2e8ad6eee5c19f7875d475d97affcd974d619b845f7f0a17146da94596ce077
HG03486#2	HG03486#2#CM091960.1:28459830-33596099	3555378	3687169	131791	0	0	1449101	d14fd18e9ae45f8e5af61084557d3ba5c1dfb42de0c2e3bdcd47ccca4e49e3ad
HG03516#1	HG03516#1#JAGYYS020000049.1:28451043-33589535	3561639	3693436	131797	0	0	1445057	20134865fa7beb9c148bcd1ed008aba9184ba84d23f19c1ff850e71f22f05da7
HG03516#2	HG03516#2#JAGYYT020000030.1:28478688-33696340	3618171	3749932	131761	0	0	1467721	096984fc5650dba6fd4416bc7f5e8d30e623081a9da52ebc0a4de51c4a1f4ac4
HG03521#1	HG03521#1#JBIREF010000004.1:28517918-33642180	3548094	3679890	131796	0	0	1444373	b212f77a21438d2f4d4339f308d8deb72fd776268e07a47908126ec4b12899f6
HG03521#2	HG03521#2#JBIREG010000058.1:28429727-33569421	3550206	3682002	131796	0	0	1457693	076e83df6032d7011a2361be049f1ba57984d6afbf25aabd4ec73c765bb48c34
HG03540#1	HG03540#1#CM088050.1:28448847-33686414	3622072	3780226	158154	0	0	1457342	63ce3d05b5fdc02270d928a195c654860e4cd2fe17d91fc232e93b0c496aa462
HG03540#2	HG03540#2#CM088063.1:28474762-33566125	3553760	3691939	138179	0	0	1399425	a4b8bad8853e4a6bdddf7c8122ff53c986e4d7e0d429f3cbcb44dffed3b09151
HG03579#1	HG03579#1#CM088945.1:28415698-33501766	3511394	3643190	131796	0	0	1442879	ad918f9586a75e61be66e2d18d0c38b3bfa9b6de33bf89654438ed04d1b0d415
HG03579#2	HG03579#2#CM089288.1:28450187-33638583	3608917	3740715	131798	0	0	1447682	9a6424a88d34ca89da40f3cdf1079d702847af13d28d25377ea3eddec68838d4
HG03583#1	HG03583#1#CM089881.1:28309910-33645117	3627970	3759741	131771	0	0	1575467	761149345e613762a65fe695caeb701946873df962433f3b9c1bc89737b02fa2
HG03583#2	HG03583#2#CM089891.1:28443100-33514916	3552956	3684743	131787	0	0	1387074	123bec71cf1924188706c982828e66ebec9924e30b307a4ed0c8dbb5bf7ea933
HG03654#1	HG03654#1#CM086836.1:28373117-33516554	3560787	3698941	138154	0	0	1444497	e1292a2b066cd339e7520ea4c1ff7a12c6ccb52ae786ed7eb43b13124243b948
HG03654#2	HG03654#2#JBHDTO010000045.1:28372677-33498093	3552776	3684672	131896	0	0	1440745	3aab33ff1261b43d1d7be5fbc83e1d6736ad0af7fdb7e003e666b7388c8c1007
HG03669#1	HG03669#1#JBHDTD010000072.1:28410266-33591784	3555206	3693365	138159	0	0	1488154	d790fcac73cec6dec42109e7e00cc12df972bebe333875e48345f36a70f2195d
